index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	21.7	67	1:16.626	ὣς φάτο , τὸν δ' ἐνένιπε Μενοιτίου ἄλκιμος υἱός ·	{'ὁ': [5870, '1.60'], 'υἱός': [614, '3.81'], 'ἄλκιμος': [48, '6.36'], 'ὡς': [2007, '2.63'], 'Μενοίτιος': [19, '7.28']}
2	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	20.1	61	1:16.278	Τρῶες δ' ὡς εἴδοντο Μενοιτίου ἄλκιμον υἱὸν	{'ἄλκιμος': [48, '6.36'], 'υἱός': [614, '3.81'], 'ὡς': [2007, '2.63'], 'Μενοίτιος': [19, '7.28']}
3	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	20.1	64	1:16.827	ὣς πολέας πεφνόντα Μενοιτίου ἄλκιμον υἱὸν	{'ἄλκιμος': [48, '6.36'], 'υἱός': [614, '3.81'], 'ὡς': [2007, '2.63'], 'Μενοίτιος': [19, '7.28']}
4	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	19.0	60	1:11.605	τὸν πρότερος προσέειπε Μενοιτίου ἄλκιμος υἱός ·	{'ἄλκιμος': [48, '6.36'], 'ὁ': [5870, '1.60'], 'υἱός': [614, '3.81'], 'Μενοίτιος': [19, '7.28']}
5	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	19.0	67	1:11.814	τὸν δὲ ἰδὼν ᾤκτειρε Μενοιτίου ἄλκιμος υἱός ,	{'ἄλκιμος': [48, '6.36'], 'ὁ': [5870, '1.60'], 'υἱός': [614, '3.81'], 'Μενοίτιος': [19, '7.28']}
6	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	19.0	61	1:11.837	τὸν δ' αὖτε προσέειπε Μενοιτίου ἄλκιμος υἱός ·	{'ἄλκιμος': [48, '6.36'], 'ὁ': [5870, '1.60'], 'υἱός': [614, '3.81'], 'Μενοίτιος': [19, '7.28']}
7	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	17.4	63	1:16.307	ἡγεμόνων . πρῶτος δὲ Μενοιτίου ἄλκιμος υἱὸς	{'ἄλκιμος': [48, '6.36'], 'υἱός': [614, '3.81'], 'Μενοίτιος': [19, '7.28']}
8	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	17.4	64	1:16.665	δῶκε φέρειν ἑτάροισι Μενοιτίου ἄλκιμος υἱός .	{'ἄλκιμος': [48, '6.36'], 'υἱός': [614, '3.81'], 'Μενοίτιος': [19, '7.28']}
9	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	17.4	67	1:18.12	ἦ μάλα δὴ τέθνηκε Μενοιτίου ἄλκιμος υἱὸς	{'ἄλκιμος': [48, '6.36'], 'υἱός': [614, '3.81'], 'Μενοίτιος': [19, '7.28']}
10	1:12.1	ὣς ὃ μὲν ἐν κλισίῃσι Μενοιτίου ἄλκιμος υἱὸς	17.4	57	1:18.455	πολλὰ κακὰ ῥέξαντα Μενοιτίου ἄλκιμον υἱὸν	{'ἄλκιμος': [48, '6.36'], 'υἱός': [614, '3.81'], 'Μενοίτιος': [19, '7.28']}
