index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	14.4	71	1:4.329	αὐτὰρ ὃ πλησίον ἑστήκει πολύμητις Ὀδυσσεύς ,	{'πολύμητις': [87, '5.76'], 'ὁ': [5870, '1.60'], 'Ὀδυσσεύς': [722, '3.65'], 'ἀτάρ': [901, '3.42']}
2	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	12.8	34	2:14.512	νῦν · ἀτὰρ ἠῶθέν γε τὰ σὰ ῥάκεα δνοπαλίξεις .	{'ὁ': [5870, '1.60'], 'ῥάκος': [11, '7.83'], 'ἀτάρ': [901, '3.42']}
3	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	12.8	54	1:10.488	ὄφρα δυώδεκ' ἔπεφνεν · ἀτὰρ πολύμητις Ὀδυσσεὺς	{'πολύμητις': [87, '5.76'], 'Ὀδυσσεύς': [722, '3.65'], 'ἀτάρ': [901, '3.42']}
4	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	12.8	41	1:3.268	ἂν δ' Ὀδυσεὺς πολύμητις · ἀτὰρ κήρυκες ἀγαυοὶ	{'πολύμητις': [87, '5.76'], 'Ὀδυσσεύς': [722, '3.65'], 'ἀτάρ': [901, '3.42']}
5	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	12.8	61	2:21.404	ὣς ἄρ' ἔφαν μνηστῆρες · ἀτὰρ πολύμητις Ὀδυσσεύς ,	{'πολύμητις': [87, '5.76'], 'Ὀδυσσεύς': [722, '3.65'], 'ἀτάρ': [901, '3.42']}
6	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	11.0	57	1:1.440	τὴν μὲν ἔπειτ' ἐπὶ βωμὸν ἄγων πολύμητις Ὀδυσσεὺς	{'πολύμητις': [87, '5.76'], 'ὁ': [5870, '1.60'], 'Ὀδυσσεύς': [722, '3.65']}
7	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	11.0	52	1:10.148	ὣς φάθ' , ὃ δὲ κλισίην δὲ κιὼν πολύμητις Ὀδυσσεὺς	{'πολύμητις': [87, '5.76'], 'ὁ': [5870, '1.60'], 'Ὀδυσσεύς': [722, '3.65']}
8	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	11.0	59	1:10.382	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'πολύμητις': [87, '5.76'], 'ὁ': [5870, '1.60'], 'Ὀδυσσεύς': [722, '3.65']}
9	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	11.0	58	1:10.400	τὸν δ' ἐπιμειδήσας προσέφη πολύμητις Ὀδυσσεύς ·	{'πολύμητις': [87, '5.76'], 'ὁ': [5870, '1.60'], 'Ὀδυσσεύς': [722, '3.65']}
10	2:22.1	αὐτὰρ ὁ γυμνώθη ῥακέων πολύμητις Ὀδυσσεύς ,	11.0	59	1:10.423	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'πολύμητις': [87, '5.76'], 'ὁ': [5870, '1.60'], 'Ὀδυσσεύς': [722, '3.65']}
