index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	35.6	97	1:11.1	ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	{'παρά': [509, '4.00'], 'ἠώς': [114, '5.49'], 'Τιθωνός': [3, '9.13'], 'δέ': [12138, '0.92'], 'ἀγαυός': [48, '6.36'], 'ἐκ': [914, '3.42'], 'λέχος': [48, '6.36']}
2	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	12.7	45	1:24.600	κεῖται δ' ἐν λεχέεσσ' · ἅμα δ' ἠοῖ φαινομένηφιν	{'δέ': [12138, '0.92'], 'ἠώς': [114, '5.49'], 'λέχος': [48, '6.36']}
3	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	11.2	44	1:24.720	τρητοῖς ἐν λεχέεσσι θέσαν , παρὰ δ' εἷσαν ἀοιδοὺς	{'δέ': [12138, '0.92'], 'παρά': [509, '4.00'], 'λέχος': [48, '6.36']}
4	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	11.2	37	2:1.366	πάντες δ' ἠρήσαντο παραὶ λεχέεσσι κλιθῆναι .	{'δέ': [12138, '0.92'], 'παρά': [509, '4.00'], 'λέχος': [48, '6.36']}
5	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	11.2	37	2:18.213	πάντες δ' ἠρήσαντο παραὶ λεχέεσσι κλιθῆναι .	{'δέ': [12138, '0.92'], 'παρά': [509, '4.00'], 'λέχος': [48, '6.36']}
6	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	11.2	31	2:7.347	πὰρ δὲ γυνὴ δέσποινα λέχος πόρσυνε καὶ εὐνήν .	{'δέ': [12138, '0.92'], 'παρά': [509, '4.00'], 'λέχος': [48, '6.36']}
7	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.7	30	2:23.199	ἐκ δὲ τοῦ ἀρχόμενος λέχος ἔξεον , ὄφρ' ἐτέλεσσα ,	{'δέ': [12138, '0.92'], 'ἐκ': [914, '3.42'], 'λέχος': [48, '6.36']}
8	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.7	38	2:13.120	ἐκ δὲ κτήματ' ἄειραν , ἅ οἱ Φαίηκες ἀγαυοὶ	{'δέ': [12138, '0.92'], 'ἀγαυός': [48, '6.36'], 'ἐκ': [914, '3.42']}
9	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.4	39	1:24.12	δινεύεσκ' ἀλύων παρὰ θῖν' ἁλός · οὐ δέ μιν ἠὼς	{'δέ': [12138, '0.92'], 'παρά': [509, '4.00'], 'ἠώς': [114, '5.49']}
10	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.3	29	1:23.25	πρηνέα πὰρ λεχέεσσι Μενοιτιάδαο τανύσσας	{'παρά': [509, '4.00'], 'λέχος': [48, '6.36']}
11	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.3	28	2:1.440	πασσάλῳ ἀγκρεμάσασα παρὰ τρητοῖσι λέχεσσι	{'παρά': [509, '4.00'], 'λέχος': [48, '6.36']}
12	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.0	36	1:20.237	Λαομέδων δ' ἄρα Τιθωνὸν τέκετο Πρίαμόν τε	{'δέ': [12138, '0.92'], 'Τιθωνός': [3, '9.13']}
13	2:5.1	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	9.8	36	2:5.469	αὔρη δ' ἐκ ποταμοῦ ψυχρὴ πνέει ἠῶθι πρό .	{'δέ': [12138, '0.92'], 'ἠώς': [114, '5.49'], 'ἐκ': [914, '3.42']}
1	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	34.7	97	1:11.2	ὄρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσι ·	{'ἠδέ': [523, '3.98'], 'ἵνα': [179, '5.04'], 'φέρω': [374, '4.31'], 'βροτός': [116, '5.47'], 'ἀθάνατος': [197, '4.94'], 'φάος': [56, '6.20'], 'ὄρνυμι': [239, '4.76']}
2	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	34.7	98	1:19.2	ὄρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	{'ἠδέ': [523, '3.98'], 'ἵνα': [179, '5.04'], 'φέρω': [374, '4.31'], 'βροτός': [116, '5.47'], 'ἀθάνατος': [197, '4.94'], 'φάος': [56, '6.20'], 'ὄρνυμι': [239, '4.76']}
3	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	20.3	63	2:23.348	ὦρσεν , ἵν' ἀνθρώποισι φόως φέροι · ὦρτο δ' Ὀδυσσεὺς	{'ὄρνυμι': [239, '4.76'], 'φάος': [56, '6.20'], 'ἵνα': [179, '5.04'], 'φέρω': [374, '4.31']}
4	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	11.1	41	1:2.49	Ζηνὶ φόως ἐρέουσα καὶ ἄλλοις ἀθανάτοισιν ·	{'ἀθάνατος': [197, '4.94'], 'φάος': [56, '6.20']}
5	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	10.5	36	2:19.24	ἀλλ' ἄγε , τίς τοι ἔπειτα μετοιχομένη φάος οἴσει ;	{'φάος': [56, '6.20'], 'φέρω': [374, '4.31']}
6	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	10.5	43	2:23.245	ζεύγνυσθ' ὠκύποδας , φάος ἀνθρώποισι φέροντας ,	{'φάος': [56, '6.20'], 'φέρω': [374, '4.31']}
7	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	10.5	33	1:24.43	εἴξας εἶσ' ἐπὶ μῆλα βροτῶν ἵνα δαῖτα λάβῃσιν ·	{'βροτός': [116, '5.47'], 'ἵνα': [179, '5.04']}
8	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	10.4	48	1:19.22	ἔργ' ἔμεν ἀθανάτων , μὴ δὲ βροτὸν ἄνδρα τελέσσαι .	{'βροτός': [116, '5.47'], 'ἀθάνατος': [197, '4.94']}
9	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	10.4	36	1:21.380	ἀθάνατον θεὸν ὧδε βροτῶν ἕνεκα στυφελίζειν .	{'βροτός': [116, '5.47'], 'ἀθάνατος': [197, '4.94']}
10	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	10.4	36	1:24.464	ἀθάνατον θεὸν ὧδε βροτοὺς ἀγαπαζέμεν ἄντην ·	{'βροτός': [116, '5.47'], 'ἀθάνατος': [197, '4.94']}
11	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	10.4	32	2:5.218	ἡ μὲν γὰρ βροτός ἐστι , σὺ δ' ἀθάνατος καὶ ἀγήρως .	{'βροτός': [116, '5.47'], 'ἀθάνατος': [197, '4.94']}
12	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	10.1	33	1:20.95	ἥ οἱ πρόσθεν ἰοῦσα τίθει φάος ἠδ' ἐκέλευεν	{'φάος': [56, '6.20'], 'ἠδέ': [523, '3.98']}
13	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	10.1	43	2:19.64	νήησαν ξύλα πολλά , φόως ἔμεν ἠδὲ θέρεσθαι .	{'φάος': [56, '6.20'], 'ἠδέ': [523, '3.98']}
14	2:5.2	ὤρνυθ' , ἵν' ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν ·	9.9	43	1:20.235	κάλλεος εἵνεκα οἷο ἵν' ἀθανάτοισι μετείη .	{'ἀθάνατος': [197, '4.94'], 'ἵνα': [179, '5.04']}
1	2:5.3	οἱ δὲ θεοὶ θῶκόνδε καθίζανον , ἐν δ' ἄρα τοῖσι	13.1	38	1:8.439	Οὔλυμπον δὲ δίωκε , θεῶν δ' ἐξίκετο θώκους .	{'δέ': [12138, '0.92'], 'θεός': [769, '3.59'], 'θᾶκος': [5, '8.62']}
2	2:5.3	οἱ δὲ θεοὶ θῶκόνδε καθίζανον , ἐν δ' ἄρα τοῖσι	12.9	43	2:15.468	οἱ μὲν ἄρ' ἐς θῶκον πρόμολον , δήμοιό τε φῆμιν ,	{'ἄρα': [1772, '2.76'], 'ὁ': [5870, '1.60'], 'θᾶκος': [5, '8.62']}
3	2:5.3	οἱ δὲ θεοὶ θῶκόνδε καθίζανον , ἐν δ' ἄρα τοῖσι	12.1	37	2:2.14	ἕζετο δ' ἐν πατρὸς θώκῳ , εἶξαν δὲ γέροντες .	{'δέ': [12138, '0.92'], 'θᾶκος': [5, '8.62'], 'ἐν': [2076, '2.61']}
4	2:5.3	οἱ δὲ θεοὶ θῶκόνδε καθίζανον , ἐν δ' ἄρα τοῖσι	9.5	33	2:12.318	ἔνθα δ' ἔσαν νυμφέων καλοὶ χοροὶ ἠδὲ θόωκοι ·	{'δέ': [12138, '0.92'], 'θᾶκος': [5, '8.62']}
1	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	16.4	62	1:24.293	φίλτατος οἰωνῶν , καί εὑ κράτος ἐστὶ μέγιστον ,	{'κράτος': [30, '6.83'], 'ἕ': [963, '3.36'], 'μέγας': [729, '3.64'], 'εἰμί': [2118, '2.59']}
2	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	16.4	62	1:24.311	φίλτατος οἰωνῶν , καί εὑ κράτος ἐστὶ μέγιστον ,	{'κράτος': [30, '6.83'], 'ἕ': [963, '3.36'], 'μέγας': [729, '3.64'], 'εἰμί': [2118, '2.59']}
3	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	15.2	69	1:13.484	καὶ δ' ἔχει ἥβης ἄνθος , ὅ τε κράτος ἐστὶ μέγιστον .	{'κράτος': [30, '6.83'], 'μέγας': [729, '3.64'], 'τε': [4322, '2.13'], 'εἰμί': [2118, '2.59']}
4	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	15.2	65	1:9.39	ἀλκὴν δ' οὔ τοι δῶκεν , ὅ τε κράτος ἐστὶ μέγιστον .	{'κράτος': [30, '6.83'], 'μέγας': [729, '3.64'], 'τε': [4322, '2.13'], 'εἰμί': [2118, '2.59']}
5	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	14.1	45	1:11.753	ἔνθα Ζεὺς Πυλίοισι μέγα κράτος ἐγγυάλιξε ·	{'κράτος': [30, '6.83'], 'μέγας': [729, '3.64'], 'Ζεύς': [709, '3.67']}
6	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	13.0	62	1:2.118	ἠδ' ἔτι καὶ λύσει · τοῦ γὰρ κράτος ἐστὶ μέγιστον .	{'κράτος': [30, '6.83'], 'μέγας': [729, '3.64'], 'εἰμί': [2118, '2.59']}
7	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	13.0	45	1:6.387	τείρεσθαι Τρῶας , μέγα δὲ κράτος εἶναι Ἀχαιῶν .	{'κράτος': [30, '6.83'], 'μέγας': [729, '3.64'], 'εἰμί': [2118, '2.59']}
8	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	13.0	62	1:9.25	ἠδ' ἔτι καὶ λύσει · τοῦ γὰρ κράτος ἐστὶ μέγιστον .	{'κράτος': [30, '6.83'], 'μέγας': [729, '3.64'], 'εἰμί': [2118, '2.59']}
9	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	13.0	61	2:1.70	ἀντίθεον Πολύφημον , ὅου κράτος ἐστὶ μέγιστον	{'κράτος': [30, '6.83'], 'μέγας': [729, '3.64'], 'εἰμί': [2118, '2.59']}
10	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	12.1	60	1:1.354	Ζεὺς ὑψιβρεμέτης · νῦν δ' οὐ δέ με τυτθὸν ἔτισεν ·	{'ὑψιβρεμέτης': [6, '8.44'], 'Ζεύς': [709, '3.67']}
11	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	12.1	62	1:12.68	Ζεὺς ὑψιβρεμέτης , Τρώεσσι δὲ ἵετ' ἀρήγειν ,	{'ὑψιβρεμέτης': [6, '8.44'], 'Ζεύς': [709, '3.67']}
12	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	12.1	63	1:14.54	Ζεὺς ὑψιβρεμέτης αὐτὸς παρατεκτήναιτο .	{'ὑψιβρεμέτης': [6, '8.44'], 'Ζεύς': [709, '3.67']}
13	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	12.1	57	1:16.121	Ζεὺς ὑψιβρεμέτης , Τρώεσσι δὲ βούλετο νίκην ·	{'ὑψιβρεμέτης': [6, '8.44'], 'Ζεύς': [709, '3.67']}
14	2:5.4	Ζεὺς ὑψιβρεμέτης , οὗ τε κράτος ἐστὶ μέγιστον .	12.1	59	2:23.331	Ζεὺς ὑψιβρεμέτης , ἀπὸ δ' ἔφθιθεν ἐσθλοὶ ἑταῖροι	{'ὑψιβρεμέτης': [6, '8.44'], 'Ζεύς': [709, '3.67']}
