index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	31.7	100	2:15.301	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	{'ὁ': [5870, '1.60'], 'καί': [5283, '1.71'], 'αὖτε': [367, '4.32'], 'ἐν': [2076, '2.61'], 'κλισία': [119, '5.45'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'δέ': [12138, '0.92'], 'ὑφορβός': [21, '7.18']}
2	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	17.7	59	2:16.452	ἑσπέριος δ' Ὀδυσῆϊ καὶ υἱέϊ δῖος ὑφορβὸς	{'καί': [5283, '1.71'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'δέ': [12138, '0.92'], 'ὑφορβός': [21, '7.18']}
3	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	17.7	65	2:17.260	ἔδμεναι . ἀγχίμολον δ' Ὀδυσεὺς καὶ δῖος ὑφορβὸς	{'καί': [5283, '1.71'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'δέ': [12138, '0.92'], 'ὑφορβός': [21, '7.18']}
4	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	17.5	56	2:22.129	τὴν δ' Ὀδυσεὺς φράζεσθαι ἀνώγει δῖον ὑφορβὸν	{'ὁ': [5870, '1.60'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'δέ': [12138, '0.92'], 'ὑφορβός': [21, '7.18']}
5	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	16.7	58	2:17.183	ὠτρύνοντ' Ὀδυσεύς τ' ἰέναι καὶ δῖος ὑφορβός .	{'Ὀδυσσεύς': [722, '3.65'], 'καί': [5283, '1.71'], 'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
6	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	15.9	44	1:19.141	χθιζὸς ἐνὶ κλισίῃσιν ὑπέσχετο δῖος Ὀδυσσεύς .	{'Ὀδυσσεύς': [722, '3.65'], 'κλισία': [119, '5.45'], 'δῖος': [405, '4.22'], 'ἐν': [2076, '2.61']}
7	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	15.6	67	2:16.333	τὼ δὲ συναντήτην κῆρυξ καὶ δῖος ὑφορβὸς	{'ὁ': [5870, '1.60'], 'καί': [5283, '1.71'], 'δῖος': [405, '4.22'], 'δέ': [12138, '0.92'], 'ὑφορβός': [21, '7.18']}
8	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	14.7	44	1:10.248	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'αὖτε': [367, '4.32'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'δέ': [12138, '0.92']}
9	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	14.7	44	1:9.676	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'αὖτε': [367, '4.32'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'δέ': [12138, '0.92']}
10	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	14.7	44	2:14.148	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'αὖτε': [367, '4.32'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'δέ': [12138, '0.92']}
