index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	16.6	71	1:6.466	ὣς εἰπὼν οὗ παιδὸς ὀρέξατο φαίδιμος Ἕκτωρ ·	{'εἶπον': [561, '3.90'], 'Ἕκτωρ': [442, '4.14'], 'ὡς': [2007, '2.63'], 'φαίδιμος': [70, '5.98']}
2	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	12.8	30	1:6.237	Ἕκτωρ δ' ὡς Σκαιάς τε πύλας καὶ φηγὸν ἵκανεν ,	{'Ἕκτωρ': [442, '4.14'], 'ὡς': [2007, '2.63'], 'πύλη': [63, '6.08']}
3	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	12.7	58	1:20.364	ὣς φάτ' ἐποτρύνων · Τρώεσσι δὲ φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, '5.98'], 'Ἕκτωρ': [442, '4.14'], 'ὡς': [2007, '2.63']}
4	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	12.7	60	1:6.494	ὣς ἄρα φωνήσας κόρυθ' εἵλετο φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, '5.98'], 'Ἕκτωρ': [442, '4.14'], 'ὡς': [2007, '2.63']}
5	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.2	27	1:12.445	Ἕκτωρ δ' ἁρπάξας λᾶαν φέρεν , ὅς ῥα πυλάων	{'Ἕκτωρ': [442, '4.14'], 'πύλη': [63, '6.08']}
6	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.2	25	1:16.712	Ἕκτωρ δ' ἐν Σκαιῇσι πύλῃς ἔχε μώνυχας ἵππους ·	{'Ἕκτωρ': [442, '4.14'], 'πύλη': [63, '6.08']}
7	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.2	29	1:24.714	Ἕκτορα δάκρυ χέοντες ὀδύροντο πρὸ πυλάων ,	{'Ἕκτωρ': [442, '4.14'], 'πύλη': [63, '6.08']}
8	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	52	1:12.290	οὐ δ' ἄν πω τότε γε Τρῶες καὶ φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, '5.98'], 'Ἕκτωρ': [442, '4.14']}
9	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	52	1:12.462	λᾶος ὑπὸ ῥιπῆς · ὃ δ' ἄρ' ἔσθορε φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, '5.98'], 'Ἕκτωρ': [442, '4.14']}
10	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	55	1:13.823	θάρσυνος οἰωνῷ · ὃ δ' ἀμείβετο φαίδιμος Ἕκτωρ ·	{'φαίδιμος': [70, '5.98'], 'Ἕκτωρ': [442, '4.14']}
11	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	57	1:14.388	Τρῶας δ' αὖθ' ἑτέρωθεν ἐκόσμει φαίδιμος Ἕκτωρ .	{'φαίδιμος': [70, '5.98'], 'Ἕκτωρ': [442, '4.14']}
12	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	54	1:14.390	κυανοχαῖτα Ποσειδάων καὶ φαίδιμος Ἕκτωρ ,	{'φαίδιμος': [70, '5.98'], 'Ἕκτωρ': [442, '4.14']}
13	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	51	1:14.402	Αἴαντος δὲ πρῶτος ἀκόντισε φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, '5.98'], 'Ἕκτωρ': [442, '4.14']}
14	1:7.1	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	46	1:15.65	Πάτροκλον · τὸν δὲ κτενεῖ ἔγχεϊ φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, '5.98'], 'Ἕκτωρ': [442, '4.14']}
