index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	12.4	32	2:7.40	ἐρχόμενον κατὰ ἄστυ διὰ σφέας · οὐ γὰρ Ἀθήνη	{'ἄστυ': [131, '5.35'], 'κατά': [876, '3.48'], 'ἔρχομαι': [772, '3.59']}
2	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.4	33	1:18.286	ὃς κέλεαι κατὰ ἄστυ ἀλήμεναι αὖτις ἰόντας .	{'ὅς': [2043, '2.62'], 'κατά': [876, '3.48'], 'ἄστυ': [131, '5.35']}
3	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.4	30	1:22.394	ᾧ Τρῶες κατὰ ἄστυ θεῷ ὣς εὐχετόωντο .	{'ὅς': [2043, '2.62'], 'κατά': [876, '3.48'], 'ἄστυ': [131, '5.35']}
4	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.4	34	2:8.551	ἄλλοι θ' οἳ κατὰ ἄστυ καὶ οἳ περιναιετάουσιν .	{'ὅς': [2043, '2.62'], 'κατά': [876, '3.48'], 'ἄστυ': [131, '5.35']}
5	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.0	32	2:19.544	ἂψ δ' ἐλθὼν κατ' ἄρ' ἕζετ' ἐπὶ προὔχοντι μελάθρῳ ,	{'δέ': [12138, '0.92'], 'κατά': [876, '3.48'], 'ἐπί': [1371, '3.02'], 'ἔρχομαι': [772, '3.59']}
6	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.0	30	2:3.406	ἐκ δ' ἐλθὼν κατ' ἄρ' ἕζετ' ἐπὶ ξεστοῖσι λίθοισιν ,	{'δέ': [12138, '0.92'], 'κατά': [876, '3.48'], 'ἐπί': [1371, '3.02'], 'ἔρχομαι': [772, '3.59']}
7	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	10.7	40	2:21.327	ἀλλ' ἄλλος τις πτωχὸς ἀνὴρ ἀλαλήμενος ἐλθὼν	{'πτωχός': [22, '7.14'], 'ἔρχομαι': [772, '3.59']}
8	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	10.6	34	2:17.18	πτωχῷ βέλτερόν ἐστι κατὰ πτόλιν ἠὲ κατ' ἀγροὺς	{'πτωχός': [22, '7.14'], 'κατά': [876, '3.48']}
9	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	10.1	41	1:14.77	ὕψι δ' ἐπ' εὐνάων ὁρμίσσομεν , εἰς ὅ κεν ἔλθῃ	{'δέ': [12138, '0.92'], 'ὅς': [2043, '2.62'], 'ἐπί': [1371, '3.02'], 'ἔρχομαι': [772, '3.59']}
10	2:18.1	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	9.8	33	2:16.170	ἔρχησθον προτὶ ἄστυ περικλυτόν · οὐ δ' ἐγὼ αὐτὴ	{'δέ': [12138, '0.92'], 'ἔρχομαι': [772, '3.59'], 'ἄστυ': [131, '5.35']}
