index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	16.1	51	1:21.29	τοὺς ἐξῆγε θύραζε τεθηπότας ἠΰτε νεβρούς ,	{'νεβρός': [10, '7.92'], 'ὁ': [5870, '1.60'], 'ἠύτε': [36, '6.64']}
2	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	14.8	39	2:19.230	ὡς οἱ χρύσεοι ἐόντες ὁ μὲν λάε νεβρὸν ἀπάγχων ,	{'νεβρός': [10, '7.92'], 'ὁ': [5870, '1.60'], 'μέν': [1872, '2.69'], 'ὡς': [2007, '2.63']}
3	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	14.5	55	1:4.243	τίφθ' οὕτως ἔστητε τεθηπότες ἠΰτε νεβροί ,	{'νεβρός': [10, '7.92'], 'ἠύτε': [36, '6.64']}
4	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	11.7	41	2:17.463	πρυμνότατον κατὰ νῶτον · ὁ δ' ἐστάθη ἠΰτε πέτρη	{'ὁ': [5870, '1.60'], 'ἠύτε': [36, '6.64'], 'κατά': [876, '3.48']}
5	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	11.5	41	1:24.740	τὼ καί μιν λαοὶ μὲν ὀδύρονται κατὰ ἄστυ ,	{'μέν': [1872, '2.69'], 'κατά': [876, '3.48'], 'ἄστυ': [131, '5.35']}
6	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	11.5	40	2:14.473	ἡμεῖς μὲν περὶ ἄστυ κατὰ ῥωπήϊα πυκνά ,	{'μέν': [1872, '2.69'], 'κατά': [876, '3.48'], 'ἄστυ': [131, '5.35']}
7	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	11.4	46	1:22.394	ᾧ Τρῶες κατὰ ἄστυ θεῷ ὣς εὐχετόωντο .	{'ὡς': [2007, '2.63'], 'κατά': [876, '3.48'], 'ἄστυ': [131, '5.35']}
8	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	11.4	39	1:24.662	οἶσθα γὰρ ὡς κατὰ ἄστυ ἐέλμεθα , τηλόθι δ' ὕλη	{'ὡς': [2007, '2.63'], 'κατά': [876, '3.48'], 'ἄστυ': [131, '5.35']}
9	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	10.5	36	1:15.579	Ἀντίλοχος δ' ἐπόρουσε κύων ὥς , ὅς τ' ἐπὶ νεβρῷ	{'νεβρός': [10, '7.92'], 'ὡς': [2007, '2.63']}
10	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	10.5	26	1:22.189	ὡς δ' ὅτε νεβρὸν ὄρεσφι κύων ἐλάφοιο δίηται	{'νεβρός': [10, '7.92'], 'ὡς': [2007, '2.63']}
11	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	10.5	33	1:14.146	φεύγοντας προτὶ ἄστυ νεῶν ἄπο καὶ κλισιάων .	{'ἄστυ': [131, '5.35'], 'φεύγω': [162, '5.14']}
12	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	10.5	49	1:21.532	ἔλθωσι προτὶ ἄστυ πεφυζότες · ἦ γὰρ Ἀχιλλεὺς	{'ἄστυ': [131, '5.35'], 'φεύγω': [162, '5.14']}
13	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	10.4	37	1:6.287	κέκλετο · ταὶ δ' ἄρ' ἀόλλισσαν κατὰ ἄστυ γεραιάς .	{'ὁ': [5870, '1.60'], 'κατά': [876, '3.48'], 'ἄστυ': [131, '5.35']}
14	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	10.4	46	1:1.318	ὣς οἳ μὲν τὰ πένοντο κατὰ στρατόν · οὐ δ' Ἀγαμέμνων	{'ὁ': [5870, '1.60'], 'μέν': [1872, '2.69'], 'ὡς': [2007, '2.63'], 'κατά': [876, '3.48']}
15	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	10.4	50	1:23.1	ὣς οἳ μὲν στενάχοντο κατὰ πτόλιν · αὐτὰρ Ἀχαιοὶ	{'ὁ': [5870, '1.60'], 'μέν': [1872, '2.69'], 'ὡς': [2007, '2.63'], 'κατά': [876, '3.48']}
16	1:22.1	ὣς οἳ μὲν κατὰ ἄστυ πεφυζότες ἠΰτε νεβροὶ	10.4	46	1:5.84	ὣς οἳ μὲν πονέοντο κατὰ κρατερὴν ὑσμίνην ·	{'ὁ': [5870, '1.60'], 'μέν': [1872, '2.69'], 'ὡς': [2007, '2.63'], 'κατά': [876, '3.48']}
