index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	19.1	40	2:11.639	τὴν δὲ κατ' Ὠκεανὸν ποταμὸν φέρε κῦμα ῥόοιο ,	{'Ὠκεανός': [35, '6.67'], 'ῥόος': [27, '6.93'], 'ποταμός': [113, '5.50']}
2	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	13.6	52	1:16.151	βοσκομένη λειμῶνι παρὰ ῥόον Ὠκεανοῖο .	{'Ὠκεανός': [35, '6.67'], 'ῥόος': [27, '6.93']}
3	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	13.6	51	1:18.402	ἐν σπῆϊ γλαφυρῷ · περὶ δὲ ῥόος Ὠκεανοῖο	{'Ὠκεανός': [35, '6.67'], 'ῥόος': [27, '6.93']}
4	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	13.6	54	2:11.21	εἱλόμεθ' · αὐτοὶ δ' αὖτε παρὰ ῥόον Ὠκεανοῖο	{'Ὠκεανός': [35, '6.67'], 'ῥόος': [27, '6.93']}
5	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	12.4	52	2:6.85	αἱ δ' ὅτε δὴ ποταμοῖο ῥόον περικαλλέ' ἵκοντο ,	{'ῥόος': [27, '6.93'], 'ποταμός': [113, '5.50']}
6	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	12.1	59	1:18.607	ἐν δ' ἐτίθει ποταμοῖο μέγα σθένος Ὠκεανοῖο	{'Ὠκεανός': [35, '6.67'], 'ποταμός': [113, '5.50']}
7	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	12.1	54	1:20.7	οὔτέ τις οὖν ποταμῶν ἀπέην νόσφ' Ὠκεανοῖο ,	{'Ὠκεανός': [35, '6.67'], 'ποταμός': [113, '5.50']}
8	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	12.1	53	2:22.119	αὐτὰρ ἐπεὶ λίπον ἰοὶ ὀϊστεύοντα ἄνακτα ,	{'ἐπεί': [747, '3.61'], 'λείπω': [167, '5.12'], 'ἀτάρ': [901, '3.42']}
9	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	10.6	39	2:6.317	ἡμιόνους · αἱ δ' ὦκα λίπον ποταμοῖο ῥέεθρα .	{'λείπω': [167, '5.12'], 'ποταμός': [113, '5.50']}
10	2:12.1	αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο	8.9	40	1:11.732	ἀμφὶ ῥοὰς ποταμοῖο . ἀτὰρ μεγάθυμοι Ἐπειοὶ	{'ποταμός': [113, '5.50'], 'ἀτάρ': [901, '3.42']}
1	2:12.2	νηῦς , ἀπὸ δ' ἵκετο κῦμα θαλάσσης εὐρυπόροιο	21.0	71	1:15.381	οἳ δ' ὥς τε μέγα κῦμα θαλάσσης εὐρυπόροιο	{'δέ': [12138, '0.92'], 'κῦμα': [108, '5.55'], 'εὐρύπορος': [3, '9.13'], 'θάλασσα': [119, '5.45']}
2	2:12.2	νηῦς , ἀπὸ δ' ἵκετο κῦμα θαλάσσης εὐρυπόροιο	14.5	61	2:4.432	καὶ τότε δὴ παρὰ θῖνα θαλάσσης εὐρυπόροιο	{'θάλασσα': [119, '5.45'], 'εὐρύπορος': [3, '9.13']}
3	2:12.2	νηῦς , ἀπὸ δ' ἵκετο κῦμα θαλάσσης εὐρυπόροιο	11.9	49	1:18.66	δακρυόεσσαι ἴσαν , περὶ δέ σφισι κῦμα θαλάσσης	{'δέ': [12138, '0.92'], 'κῦμα': [108, '5.55'], 'θάλασσα': [119, '5.45']}
4	2:12.2	νηῦς , ἀπὸ δ' ἵκετο κῦμα θαλάσσης εὐρυπόροιο	11.9	53	1:18.145	ὣς ἔφαθ' , αἳ δ' ὑπὸ κῦμα θαλάσσης αὐτίκ' ἔδυσαν ·	{'δέ': [12138, '0.92'], 'κῦμα': [108, '5.55'], 'θάλασσα': [119, '5.45']}
5	2:12.2	νηῦς , ἀπὸ δ' ἵκετο κῦμα θαλάσσης εὐρυπόροιο	11.9	50	1:2.144	κινήθη δ' ἀγορὴ φὴ κύματα μακρὰ θαλάσσης	{'δέ': [12138, '0.92'], 'κῦμα': [108, '5.55'], 'θάλασσα': [119, '5.45']}
6	2:12.2	νηῦς , ἀπὸ δ' ἵκετο κῦμα θαλάσσης εὐρυπόροιο	11.9	54	1:24.96	ἡγεῖτ' · ἀμφὶ δ' ἄρα σφι λιάζετο κῦμα θαλάσσης .	{'δέ': [12138, '0.92'], 'κῦμα': [108, '5.55'], 'θάλασσα': [119, '5.45']}
7	2:12.2	νηῦς , ἀπὸ δ' ἵκετο κῦμα θαλάσσης εὐρυπόροιο	11.9	48	1:4.422	ὡς δ' ὅτ' ἐν αἰγιαλῷ πολυηχέϊ κῦμα θαλάσσης	{'δέ': [12138, '0.92'], 'κῦμα': [108, '5.55'], 'θάλασσα': [119, '5.45']}
