index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	25.4	77	2:6.1	ὣς ὁ μὲν ἔνθα καθεῦδε πολύτλας δῖος Ὀδυσσεὺς	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'μέν': [1872, '2.69'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'ὡς': [2007, '2.63'], 'ἔνθα': [501, '4.09']}
2	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	25.4	77	2:7.344	ὣς ὁ μὲν ἔνθα καθεῦδε πολύτλας δῖος Ὀδυσσεὺς	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'μέν': [1872, '2.69'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'ὡς': [2007, '2.63'], 'ἔνθα': [501, '4.09']}
3	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	18.7	70	2:24.504	τὴν μὲν ἰδὼν γήθησε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'μέν': [1872, '2.69'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22']}
4	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	18.7	73	2:5.486	τὴν μὲν ἰδὼν γήθησε πολύτλας δῖος Ὀδυσσεύς ,	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'μέν': [1872, '2.69'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22']}
5	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	18.6	62	2:24.232	τὸν δ' ὡς οὖν ἐνόησε πολύτλας δῖος Ὀδυσσεὺς	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'ὡς': [2007, '2.63']}
6	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	18.5	67	2:19.102	ἔνθα καθέζετ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς .	{'ἔνθα': [501, '4.09'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22']}
7	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	68	1:8.97	ὣς ἔφατ' , οὐ δ' ἐσάκουσε πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'ὡς': [2007, '2.63'], 'δῖος': [405, '4.22']}
8	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	2:13.250	ὣς φάτο , γήθησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'ὡς': [2007, '2.63'], 'δῖος': [405, '4.22']}
9	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	2:18.281	ὣς φάτο , γήθησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'ὡς': [2007, '2.63'], 'δῖος': [405, '4.22']}
10	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	69	2:23.111	ὣς φάτο , μείδησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'ὡς': [2007, '2.63'], 'δῖος': [405, '4.22']}
11	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	2:5.171	ὣς φάτο , ῥίγησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'ὡς': [2007, '2.63'], 'δῖος': [405, '4.22']}
12	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	2:7.329	ὣς φάτο , γήθησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'ὡς': [2007, '2.63'], 'δῖος': [405, '4.22']}
13	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	2:8.199	ὣς φάτο , γήθησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'ὡς': [2007, '2.63'], 'δῖος': [405, '4.22']}
14	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	1:10.248	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
15	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	1:9.676	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
16	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	2:14.148	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
17	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	66	2:15.340	τὸν δ' ἠμείβετ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
18	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	2:16.90	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
19	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	66	2:16.186	τὸν δ' ἠμείβετ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
20	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	2:16.225	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
21	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	2:16.258	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
22	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	2:16.266	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
23	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	66	2:17.280	τὸν δ' ἠμείβετ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
24	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	2:17.560	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
25	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	68	2:22.261	τοῖς δ' ἄρα μύθων ἦρχε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
26	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	2:24.176	αὐτὰρ ὁ δέξατο χειρὶ πολύτλας δῖος Ὀδυσσεύς ,	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
27	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	68	2:24.490	τοῖς δ' ἄρα μύθων ἦρχε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
28	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	70	2:5.354	αὐτὰρ ὁ μερμήριξε πολύτλας δῖος Ὀδυσσεύς ,	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
29	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	64	2:6.249	ἦ τοι ὁ πῖνε καὶ ἦσθε πολύτλας δῖος Ὀδυσσεὺς	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
30	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	63	2:7.139	αὐτὰρ ὁ βῆ διὰ δῶμα πολύτλας δῖος Ὀδυσσεὺς	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
31	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	2:7.177	αὐτὰρ ὁ πῖνε καὶ ἦσθε πολύτλας δῖος Ὀδυσσεύς .	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
32	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	2:8.446	αὐτὰρ ἐπεὶ τό γ' ἄκουσε πολύτλας δῖος Ὀδυσσεύς ,	{'ὁ': [5870, '1.60'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22'], 'Ὀδυσσεύς': [722, '3.65']}
33	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	14.6	44	2:14.523	ὣς ὁ μὲν ἔνθ' Ὀδυσεὺς κοιμήσατο , τοὶ δὲ παρ' αὐτὸν	{'ὁ': [5870, '1.60'], 'μέν': [1872, '2.69'], 'Ὀδυσσεύς': [722, '3.65'], 'ὡς': [2007, '2.63'], 'ἔνθα': [501, '4.09']}
34	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	14.6	55	2:3.126	ἔνθ' ἦ τοι ἧος μὲν ἐγὼ καὶ δῖος Ὀδυσσεὺς	{'ἔνθα': [501, '4.09'], 'Ὀδυσσεύς': [722, '3.65'], 'μέν': [1872, '2.69'], 'δῖος': [405, '4.22']}
35	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	14.4	67	1:23.729	δεύτερος αὖτ' ἀνάειρε πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22']}
36	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	14.4	65	1:23.778	κρητῆρ' αὖτ' ἀνάειρε πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22']}
37	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	14.4	69	2:13.353	γήθησέν τ' ἄρ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς ,	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22']}
38	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	14.4	67	2:21.414	γήθησέν τ' ἄρ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς .	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22']}
39	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	14.4	70	2:22.191	υἱὸς Λαέρταο , πολύτλας δῖος Ὀδυσσεύς ·	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22']}
40	2:7.1	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	14.4	66	2:24.348	εἷλεν ἀποψύχοντα πολύτλας δῖος Ὀδυσσεύς .	{'Ὀδυσσεύς': [722, '3.65'], 'πολύτλας': [40, '6.54'], 'δῖος': [405, '4.22']}
