index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	1:8.1	Ἠὼς μὲν κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	36.6	97	1:24.695	Ἠὼς δὲ κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	{'πᾶς': [1089, '3.24'], 'κροκόπεπλος': [4, '8.84'], 'ἐπί': [1371, '3.02'], 'ἠώς': [114, '5.49'], 'κίδναμαι': [3, '9.13'], 'αἶα': [28, '6.90']}
2	1:8.1	Ἠὼς μὲν κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	23.4	54	1:23.227	ὅν τε μέτα κροκόπεπλος ὑπεὶρ ἅλα κίδναται ἠώς ,	{'κροκόπεπλος': [4, '8.84'], 'ἠώς': [114, '5.49'], 'κίδναμαι': [3, '9.13']}
3	1:8.1	Ἠὼς μὲν κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	17.0	63	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	{'κροκόπεπλος': [4, '8.84'], 'μέν': [1872, '2.69'], 'ἠώς': [114, '5.49']}
4	1:8.1	Ἠὼς μὲν κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	13.1	54	1:23.742	χάνδανεν , αὐτὰρ κάλλει ἐνίκα πᾶσαν ἐπ' αἶαν	{'πᾶς': [1089, '3.24'], 'ἐπί': [1371, '3.02'], 'αἶα': [28, '6.90']}
5	1:8.1	Ἠὼς μὲν κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	13.1	52	1:9.506	πολλὸν ὑπεκπροθέει , φθάνει δέ τε πᾶσαν ἐπ' αἶαν	{'πᾶς': [1089, '3.24'], 'ἐπί': [1371, '3.02'], 'αἶα': [28, '6.90']}
6	1:8.1	Ἠὼς μὲν κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	13.1	52	2:24.509	ἀλκῇ τ' ἠνορέῃ τε κεκάσμεθα πᾶσαν ἐπ' αἶαν .	{'πᾶς': [1089, '3.24'], 'ἐπί': [1371, '3.02'], 'αἶα': [28, '6.90']}
7	1:8.1	Ἠὼς μὲν κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	9.9	36	1:13.4	νόσφιν ἐφ' ἱπποπόλων Θρῃκῶν καθορώμενος αἶαν	{'ἐπί': [1371, '3.02'], 'αἶα': [28, '6.90']}
1	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	14.1	49	1:20.4	Ζεὺς δὲ Θέμιστα κέλευσε θεοὺς ἀγορὴν δὲ καλέσσαι	{'δέ': [12138, '0.92'], 'ἀγορά': [71, '5.96'], 'θεός': [769, '3.59'], 'Ζεύς': [709, '3.67']}
2	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	12.1	45	1:1.419	τοῦτο δέ τοι ἐρέουσα ἔπος Διὶ τερπικεραύνῳ	{'δέ': [12138, '0.92'], 'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
3	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	12.1	49	1:12.252	ἠχῇ θεσπεσίῃ · ἐπὶ δὲ Ζεὺς τερπικέραυνος	{'δέ': [12138, '0.92'], 'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
4	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	12.1	43	1:16.232	οὐρανὸν εἰσανιδών · Δία δ' οὐ λάθε τερπικέραυνον ·	{'δέ': [12138, '0.92'], 'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
5	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	12.1	41	1:2.781	γαῖα δ' ὑπεστενάχιζε Διὶ ὣς τερπικεραύνῳ	{'δέ': [12138, '0.92'], 'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
6	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	12.1	48	2:14.268	χαλκοῦ τε στεροπῆς · ἐν δὲ Ζεὺς τερπικέραυνος	{'δέ': [12138, '0.92'], 'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
7	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	12.1	48	2:17.437	χαλκοῦ τε στεροπῆς · ἐν δὲ Ζεὺς τερπικέραυνος	{'δέ': [12138, '0.92'], 'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
8	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	11.8	51	1:8.489	Τρώων αὖτ' ἀγορὴν ποιήσατο φαίδιμος Ἕκτωρ	{'ἀγορά': [71, '5.96'], 'ποιέω': [79, '5.86']}
9	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	11.1	42	1:11.773	πίονα μηρία καῖε βοὸς Διὶ τερπικεραύνῳ	{'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
10	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	11.1	42	1:2.478	ὄμματα καὶ κεφαλὴν ἴκελος Διὶ τερπικεραύνῳ ,	{'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
11	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	11.1	46	1:24.529	ᾧ μέν κ' ἀμμίξας δώῃ Ζεὺς τερπικέραυνος ,	{'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
12	1:8.2	Ζεὺς δὲ θεῶν ἀγορὴν ποιήσατο τερπικέραυνος	11.1	45	2:19.365	οὐ γάρ πώ τις τόσσα βροτῶν Διὶ τερπικεραύνῳ	{'Ζεύς': [709, '3.67'], 'τερπικέραυνος': [15, '7.52']}
