index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	1:4.1	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	20.3	81	1:7.443	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἀστεροπητῇ	{'ὁ': [5870, '1.60'], 'παρά': [509, '4.00'], 'Ζεύς': [709, '3.67'], 'κάθημαι': [40, '6.54'], 'θεός': [769, '3.59'], 'δέ': [12138, '0.92']}
2	1:4.1	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	10.5	43	2:7.203	δαίνυνταί τε παρ' ἄμμι καθήμενοι ἔνθα περ ἡμεῖς .	{'παρά': [509, '4.00'], 'κάθημαι': [40, '6.54']}
3	1:4.1	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	10.2	39	1:24.100	ἣ δ' ἄρα πὰρ Διὶ πατρὶ καθέζετο , εἶξε δ' Ἀθήνη .	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'παρά': [509, '4.00'], 'Ζεύς': [709, '3.67']}
4	1:4.1	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	10.1	34	1:19.3	ἣ δ' ἐς νῆας ἵκανε θεοῦ πάρα δῶρα φέρουσα .	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'παρά': [509, '4.00'], 'θεός': [769, '3.59']}
5	1:4.1	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	9.7	32	1:15.85	ἀθανάτοισι θεοῖσι Διὸς δόμῳ · οἳ δὲ ἰδόντες	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'θεός': [769, '3.59'], 'Ζεύς': [709, '3.67']}
1	1:4.2	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	12.3	50	1:11.413	ἔλσαν δ' ἐν μέσσοισι , μετὰ σφίσι πῆμα τιθέντες .	{'δέ': [12138, '0.92'], 'μετά': [408, '4.22'], 'σφεῖς': [294, '4.54'], 'ἐν': [2076, '2.61']}
2	1:4.2	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	39	1:5.592	καρτεραί · ἦρχε δ' ἄρα σφιν Ἄρης καὶ πότνι' Ἐνυώ ,	{'δέ': [12138, '0.92'], 'πότνια': [69, '5.99'], 'σφεῖς': [294, '4.54']}
3	1:4.2	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	34	2:11.420	κείμεθ' ἐνὶ μεγάρῳ , δάπεδον δ' ἅπαν αἵματι θῦεν .	{'δέ': [12138, '0.92'], 'δάπεδον': [10, '7.92'], 'ἐν': [2076, '2.61']}
4	1:4.2	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	43	2:11.577	κείμενον ἐν δαπέδῳ · ὁ δ' ἐπ' ἐννέα κεῖτο πέλεθρα ,	{'δέ': [12138, '0.92'], 'δάπεδον': [10, '7.92'], 'ἐν': [2076, '2.61']}
5	1:4.2	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	39	2:22.188	κουρίξ , ἐν δαπέδῳ δὲ χαμαὶ βάλον ἀχνύμενον κῆρ ,	{'δέ': [12138, '0.92'], 'δάπεδον': [10, '7.92'], 'ἐν': [2076, '2.61']}
