index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	17.0	63	1:8.1	Ἠὼς μὲν κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	{'κροκόπεπλος': [4, '8.84'], 'μέν': [1872, '2.69'], 'ἠώς': [114, '5.49']}
2	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.3	47	1:23.227	ὅν τε μέτα κροκόπεπλος ὑπεὶρ ἅλα κίδναται ἠώς ,	{'κροκόπεπλος': [4, '8.84'], 'ἠώς': [114, '5.49']}
3	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.3	59	1:24.695	Ἠὼς δὲ κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	{'κροκόπεπλος': [4, '8.84'], 'ἠώς': [114, '5.49']}
4	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.1	45	1:18.240	πέμψεν ἐπ' Ὠκεανοῖο ῥοὰς ἀέκοντα νέεσθαι ·	{'Ὠκεανός': [35, '6.67'], 'ῥοή': [16, '7.45']}
5	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.1	56	1:3.5	κλαγγῇ ταί γε πέτονται ἐπ' ὠκεανοῖο ῥοάων	{'Ὠκεανός': [35, '6.67'], 'ῥοή': [16, '7.45']}
6	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.1	56	2:22.197	οὐ δέ σέ γ' ἠριγένεια παρ' Ὠκεανοῖο ῥοάων	{'Ὠκεανός': [35, '6.67'], 'ῥοή': [16, '7.45']}
7	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.1	35	2:24.11	πὰρ δ' ἴσαν Ὠκεανοῦ τε ῥοὰς καὶ Λευκάδα πέτρην ,	{'Ὠκεανός': [35, '6.67'], 'ῥοή': [16, '7.45']}
8	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	11.5	38	1:16.669	πολλὸν ἀπὸ πρὸ φέρων λοῦσον ποταμοῖο ῥοῇσι	{'ῥοή': [16, '7.45'], 'ἀπό': [494, '4.04']}
9	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	11.5	38	1:16.679	πολλὸν ἀπὸ πρὸ φέρων λοῦσεν ποταμοῖο ῥοῇσι	{'ῥοή': [16, '7.45'], 'ἀπό': [494, '4.04']}
10	1:19.1	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	10.7	38	2:23.347	αὐτίκ' ἀπ' Ὠκεανοῦ χρυσόθρονον ἠριγένειαν	{'Ὠκεανός': [35, '6.67'], 'ἀπό': [494, '4.04']}
