index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	21.8	71	1:16.256	εἰσιδέειν Τρώων καὶ Ἀχαιῶν φύλοπιν αἰνήν .	{'καί': [5283, '1.71'], 'αἰνός': [103, '5.60'], 'φύλοπις': [22, '7.14'], 'Τρώς': [642, '3.77'], 'Ἀχαιός': [722, '3.65']}
2	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	21.8	71	1:4.65	ἐλθεῖν ἐς Τρώων καὶ Ἀχαιῶν φύλοπιν αἰνήν ,	{'καί': [5283, '1.71'], 'αἰνός': [103, '5.60'], 'φύλοπις': [22, '7.14'], 'Τρώς': [642, '3.77'], 'Ἀχαιός': [722, '3.65']}
3	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	21.8	73	1:5.379	οὐ γὰρ ἔτι Τρώων καὶ Ἀχαιῶν φύλοπις αἰνή ,	{'καί': [5283, '1.71'], 'αἰνός': [103, '5.60'], 'φύλοπις': [22, '7.14'], 'Τρώς': [642, '3.77'], 'Ἀχαιός': [722, '3.65']}
4	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	14.4	45	1:4.15	ἤ ῥ' αὖτις πόλεμόν τε κακὸν καὶ φύλοπιν αἰνὴν	{'φύλοπις': [22, '7.14'], 'καί': [5283, '1.71'], 'αἰνός': [103, '5.60']}
5	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	14.4	48	1:4.82	ἦ ῥ' αὖτις πόλεμός τε κακὸς καὶ φύλοπις αἰνὴ	{'φύλοπις': [22, '7.14'], 'καί': [5283, '1.71'], 'αἰνός': [103, '5.60']}
6	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	14.4	48	2:24.475	ἢ προτέρω πόλεμόν τε κακὸν καὶ φύλοπιν αἰνὴν	{'φύλοπις': [22, '7.14'], 'καί': [5283, '1.71'], 'αἰνός': [103, '5.60']}
7	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	13.6	49	1:11.213	ὀτρύνων μαχέσασθαι , ἔγειρε δὲ φύλοπιν αἰνήν .	{'δέ': [12138, '0.92'], 'φύλοπις': [22, '7.14'], 'αἰνός': [103, '5.60']}
8	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	13.6	51	1:16.677	βῆ δὲ κατ' Ἰδαίων ὀρέων ἐς φύλοπιν αἰνήν ,	{'δέ': [12138, '0.92'], 'φύλοπις': [22, '7.14'], 'αἰνός': [103, '5.60']}
9	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	13.6	49	1:5.496	ὀτρύνων μαχέσασθαι , ἔγειρε δὲ φύλοπιν αἰνήν .	{'δέ': [12138, '0.92'], 'φύλοπις': [22, '7.14'], 'αἰνός': [103, '5.60']}
10	1:6.1	Τρώων δ' οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή ·	13.6	49	1:6.105	ὀτρύνων μαχέσασθαι , ἔγειρε δὲ φύλοπιν αἰνήν .	{'δέ': [12138, '0.92'], 'φύλοπις': [22, '7.14'], 'αἰνός': [103, '5.60']}
