index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	1:10.382	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
2	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	1:10.423	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
3	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	1:10.554	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
4	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	1:19.154	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
5	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	1:19.215	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
6	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	2:11.354	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
7	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	2:11.377	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
8	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	2:13.311	τὴν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
9	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	2:13.382	τὴν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
10	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	2:13.416	τὴν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
11	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	2:14.191	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
12	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	2:14.390	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
13	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	2:15.380	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
14	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	2:16.201	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
15	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	2:17.16	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
16	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	2:17.192	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
17	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	2:17.353	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
18	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	2:18.124	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
19	2:9.1	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	2:18.365	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόσφημι': [235, '4.77'], 'ἀπαμείβομαι': [125, '5.40'], 'Ὀδυσσεύς': [722, '3.65'], 'πολύμητις': [87, '5.76'], 'δέ': [12138, '0.92']}
