index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	16.6	71	12-1:06.466	ὣς εἰπὼν οὗ παιδὸς ὀρέξατο φαίδιμος Ἕκτωρ ·	{'ὡς': [2007, 2.638, 1], 'εἶπον': [561, 3.903, 1], 'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
2	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	12.8	30	12-1:06.237	Ἕκτωρ δ' ὡς Σκαιάς τε πύλας καὶ φηγὸν ἵκανεν ,	{'Ἕκτωρ': [442, 4.141, 1], 'ὡς': [2007, 2.638, 1], 'πύλη': [63, 6.089, 1]}
3	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	12.7	58	12-1:20.364	ὣς φάτ' ἐποτρύνων · Τρώεσσι δὲ φαίδιμος Ἕκτωρ	{'ὡς': [2007, 2.638, 1], 'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
4	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	12.7	60	12-1:06.494	ὣς ἄρα φωνήσας κόρυθ' εἵλετο φαίδιμος Ἕκτωρ	{'ὡς': [2007, 2.638, 1], 'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
5	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.2	27	12-1:12.445	Ἕκτωρ δ' ἁρπάξας λᾶαν φέρεν , ὅς ῥα πυλάων	{'Ἕκτωρ': [442, 4.141, 1], 'πύλη': [63, 6.089, 1]}
6	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.2	25	12-1:16.712	Ἕκτωρ δ' ἐν Σκαιῇσι πύλῃς ἔχε μώνυχας ἵππους ·	{'Ἕκτωρ': [442, 4.141, 1], 'πύλη': [63, 6.089, 1]}
7	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.2	29	12-1:24.714	Ἕκτορα δάκρυ χέοντες ὀδύροντο πρὸ πυλάων ,	{'Ἕκτωρ': [442, 4.141, 1], 'πύλη': [63, 6.089, 1]}
8	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	52	12-1:12.290	οὐ δ' ἄν πω τότε γε Τρῶες καὶ φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
9	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	52	12-1:12.462	λᾶος ὑπὸ ῥιπῆς · ὃ δ' ἄρ' ἔσθορε φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
10	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	55	12-1:13.823	θάρσυνος οἰωνῷ · ὃ δ' ἀμείβετο φαίδιμος Ἕκτωρ ·	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
11	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	57	12-1:14.388	Τρῶας δ' αὖθ' ἑτέρωθεν ἐκόσμει φαίδιμος Ἕκτωρ .	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
12	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	54	12-1:14.390	κυανοχαῖτα Ποσειδάων καὶ φαίδιμος Ἕκτωρ ,	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
13	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	51	12-1:14.402	Αἴαντος δὲ πρῶτος ἀκόντισε φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
14	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	46	12-1:15.065	Πάτροκλον · τὸν δὲ κτενεῖ ἔγχεϊ φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
15	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	53	12-1:15.231	σοὶ δ' αὐτῷ μελέτω ἑκατηβόλε φαίδιμος Ἕκτωρ ·	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
16	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	52	12-1:16.577	τόν ῥα τόθ' ἁπτόμενον νέκυος βάλε φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
17	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	50	12-1:16.588	χώρησαν δ' ὑπό τε πρόμαχοι καὶ φαίδιμος Ἕκτωρ .	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
18	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	51	12-1:16.649	αὐτοῦ ἐπ' ἀντιθέῳ Σαρπηδόνι φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
19	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	54	12-1:16.727	Κεβριόνῃ δ' ἐκέλευσε δαΐφρονι φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
20	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	50	12-1:16.760	Πάτροκλός τε Μενοιτιάδης καὶ φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
21	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	53	12-1:16.858	τὸν καὶ τεθνηῶτα προσηύδα φαίδιμος Ἕκτωρ ·	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
22	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	50	12-1:17.316	χώρησαν δ' ὑπό τε πρόμαχοι καὶ φαίδιμος Ἕκτωρ ·	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
23	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	51	12-1:17.483	Αὐτομέδων δ' ἀπόρουσε · νόησε δὲ φαίδιμος Ἕκτωρ ,	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
24	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	51	12-1:17.754	Αἰνείας τ' Ἀγχισιάδης καὶ φαίδιμος Ἕκτωρ .	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
25	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	52	12-1:18.155	τρὶς μέν μιν μετόπισθε ποδῶν λάβε φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
26	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	52	12-1:18.175	Τρῶες ἐπιθύουσι · μάλιστα δὲ φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
27	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	52	12-1:21.005	ἤματι τῷ προτέρῳ , ὅτε μαίνετο φαίδιμος Ἕκτωρ ·	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
28	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	56	12-1:22.274	καὶ τὸ μὲν ἄντα ἰδὼν ἠλεύατο φαίδιμος Ἕκτωρ ·	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
29	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	50	12-1:04.505	χώρησαν δ' ὑπό τε πρόμαχοι καὶ φαίδιμος Ἕκτωρ ·	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
30	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	53	12-1:07.090	ὅν ποτ' ἀριστεύοντα κατέκτανε φαίδιμος Ἕκτωρ .	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
31	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	10.1	54	12-1:08.489	Τρώων αὖτ' ἀγορὴν ποιήσατο φαίδιμος Ἕκτωρ	{'φαίδιμος': [70, 5.984, 1], 'Ἕκτωρ': [442, 4.141, 1]}
32	12-1:07.001	ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ ,	8.8	53	12-2:12.366	καὶ τότε μοι βλεφάρων ἐξέσσυτο νήδυμος ὕπνος ,	{'ἐκσεύομαι': [4, 8.846, 1]}
1	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	14.8	34	12-1:03.447	ἦ ῥα , καὶ ἄρχε λέχος δὲ κιών · ἅμα δ' εἵπετ' ἄκοιτις .	{'ἄρα': [1772, 2.764, 1], 'δέ': [12138, 0.92, 2], 'κίω': [107, 5.56, 1], 'ἅμα': [257, 4.683, 1]}
2	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	12.7	34	12-1:01.348	ἣ δ' ἀέκουσ' ἅμα τοῖσι γυνὴ κίεν · αὐτὰρ Ἀχιλλεὺς	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἅμα': [257, 4.683, 1], 'κίω': [107, 5.56, 1]}
3	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	12.7	41	12-1:02.565	τοῖσι δ' ἅμ' Εὐρύαλος τρίτατος κίεν ἰσόθεος φὼς	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἅμα': [257, 4.683, 1], 'κίω': [107, 5.56, 1]}
4	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	12.7	37	12-1:20.036	Ἥφαιστος δ' ἅμα τοῖσι κίε σθένεϊ βλεμεαίνων	{'δέ': [12138, 0.92, 1], 'ἅμα': [257, 4.683, 1], 'ὁ': [5870, 1.609, 1], 'κίω': [107, 5.56, 1]}
5	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.8	35	12-2:15.100	οὐκ οἶος , ἅμα τῷ γ' Ἑλένη κίε καὶ Μεγαπένθης .	{'ἅμα': [257, 4.683, 1], 'ὁ': [5870, 1.609, 1], 'κίω': [107, 5.56, 1]}
6	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.8	33	12-2:19.601	οὐκ οἴη , ἅμα τῇ γε καὶ ἀμφίπολοι κίον ἄλλαι .	{'ἅμα': [257, 4.683, 1], 'ὁ': [5870, 1.609, 1], 'κίω': [107, 5.56, 1]}
7	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.8	33	12-2:06.084	οὐκ οἴην , ἅμα τῇ γε καὶ ἀμφίπολοι κίον ἄλλαι .	{'ἅμα': [257, 4.683, 1], 'ὁ': [5870, 1.609, 1], 'κίω': [107, 5.56, 1]}
8	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.7	37	12-2:01.311	δῶρον ἔχων ἐπὶ νῆα κίῃς , χαίρων ἐνὶ θυμῷ ,	{'κίω': [107, 5.56, 1], 'ἐν': [2076, 2.612, 1], 'θυμός': [757, 3.603, 1]}
9	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.5	33	12-1:11.804	ὣς φάτο , τῷ δ' ἄρα θυμὸν ἐνὶ στήθεσσιν ὄρινε ,	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'θυμός': [757, 3.603, 1], 'ἐν': [2076, 2.612, 1]}
10	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.5	41	12-1:13.337	ὣς ἄρα τῶν ὁμόσ' ἦλθε μάχη , μέμασαν δ' ἐνὶ θυμῷ	{'ἄρα': [1772, 2.764, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἐν': [2076, 2.612, 1], 'θυμός': [757, 3.603, 1]}
11	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.5	33	12-1:13.468	ὣς φάτο , τῷ δ' ἄρα θυμὸν ἐνὶ στήθεσσιν ὄρινε ,	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'θυμός': [757, 3.603, 1], 'ἐν': [2076, 2.612, 1]}
12	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.5	33	12-1:03.395	ὣς φάτο , τῇ δ' ἄρα θυμὸν ἐνὶ στήθεσσιν ὄρινε ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'θυμός': [757, 3.603, 1], 'ἐν': [2076, 2.612, 1]}
13	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.5	33	12-1:04.208	ὣς φάτο , τῷ δ' ἄρα θυμὸν ἐνὶ στήθεσσιν ὄρινε ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'θυμός': [757, 3.603, 1], 'ἐν': [2076, 2.612, 1]}
14	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.5	33	12-1:06.051	ὣς φάτο , τῷ δ' ἄρα θυμὸν ἐνὶ στήθεσσιν ἔπειθε ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'θυμός': [757, 3.603, 1], 'ἐν': [2076, 2.612, 1]}
15	12-1:07.002	τῷ δ' ἅμ' Ἀλέξανδρος κί' ἀδελφεός · ἐν δ' ἄρα θυμῷ	11.5	33	12-2:17.150	ὣς φάτο , τῇ δ' ἄρα θυμὸν ἐνὶ στήθεσσιν ὄρινε .	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'θυμός': [757, 3.603, 1], 'ἐν': [2076, 2.612, 1]}
