index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	30.2	100	12-1:11.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	{'δέ': [12138, 0.92, 1], 'ἐκ': [914, 3.422, 1], 'λέχος': [48, 6.361, 1], 'παρά': [509, 4.004, 1], 'ἀγαυός': [48, 6.361, 1], 'Τιθωνός': [3, 9.134, 1]}
2	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	12.7	45	12-1:24.600	κεῖται δ' ἐν λεχέεσσ' · ἅμα δ' ἠοῖ φαινομένηφιν	{'δέ': [12138, 0.92, 1], 'λέχος': [48, 6.361, 1], 'ἠώς': [113, 5.505, 1]}
3	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	11.2	44	12-1:24.720	τρητοῖς ἐν λεχέεσσι θέσαν , παρὰ δ' εἷσαν ἀοιδοὺς	{'λέχος': [48, 6.361, 1], 'παρά': [509, 4.004, 1], 'δέ': [12138, 0.92, 1]}
4	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	11.2	37	12-2:01.366	πάντες δ' ἠρήσαντο παραὶ λεχέεσσι κλιθῆναι .	{'δέ': [12138, 0.92, 1], 'παρά': [509, 4.004, 1], 'λέχος': [48, 6.361, 1]}
5	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	11.2	37	12-2:18.213	πάντες δ' ἠρήσαντο παραὶ λεχέεσσι κλιθῆναι .	{'δέ': [12138, 0.92, 1], 'παρά': [509, 4.004, 1], 'λέχος': [48, 6.361, 1]}
6	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	11.2	31	12-2:07.347	πὰρ δὲ γυνὴ δέσποινα λέχος πόρσυνε καὶ εὐνήν .	{'παρά': [509, 4.004, 1], 'δέ': [12138, 0.92, 1], 'λέχος': [48, 6.361, 1]}
7	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.7	38	12-2:13.120	ἐκ δὲ κτήματ' ἄειραν , ἅ οἱ Φαίηκες ἀγαυοὶ	{'ἐκ': [914, 3.422, 1], 'δέ': [12138, 0.92, 1], 'ἀγαυός': [48, 6.361, 1]}
8	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.7	30	12-2:23.199	ἐκ δὲ τοῦ ἀρχόμενος λέχος ἔξεον , ὄφρ' ἐτέλεσσα ,	{'ἐκ': [914, 3.422, 1], 'δέ': [12138, 0.92, 1], 'λέχος': [48, 6.361, 1]}
9	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.4	39	12-1:24.012	δινεύεσκ' ἀλύων παρὰ θῖν' ἁλός · οὐ δέ μιν ἠὼς	{'παρά': [509, 4.004, 1], 'δέ': [12138, 0.92, 1], 'ἠώς': [113, 5.505, 1]}
10	12-2:05.001	Ἠὼς δ' ἐκ λεχέων παρ' ἀγαυοῦ Τιθωνοῖο	10.3	29	12-1:23.025	πρηνέα πὰρ λεχέεσσι Μενοιτιάδαο τανύσσας	{'παρά': [509, 4.004, 1], 'λέχος': [48, 6.361, 1]}
