index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	18.0	53	12-1:16.184	αὐτίκα δ' εἰς ὑπερῷ' ἀναβὰς παρελέξατο λάθρῃ	{'δέ': [12138, 0.92, 1], 'εἰς': [864, 3.488, 1], 'ὑπερῷον': [21, 7.188, 1], 'ἀναβαίνω': [44, 6.448, 1]}
2	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	18.0	47	12-2:01.362	ἐς δ' ὑπερῷ' ἀναβᾶσα σὺν ἀμφιπόλοισι γυναιξὶ	{'εἰς': [864, 3.488, 1], 'δέ': [12138, 0.92, 1], 'ὑπερῷον': [21, 7.188, 1], 'ἀναβαίνω': [44, 6.448, 1]}
3	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	18.0	47	12-2:19.602	ἐς δ' ὑπερῷ' ἀναβᾶσα σὺν ἀμφιπόλοισι γυναιξὶ	{'εἰς': [864, 3.488, 1], 'δέ': [12138, 0.92, 1], 'ὑπερῷον': [21, 7.188, 1], 'ἀναβαίνω': [44, 6.448, 1]}
4	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	18.0	47	12-2:21.356	ἐς δ' ὑπερῷ' ἀναβᾶσα σὺν ἀμφιπόλοισι γυναιξὶ	{'εἰς': [864, 3.488, 1], 'δέ': [12138, 0.92, 1], 'ὑπερῷον': [21, 7.188, 1], 'ἀναβαίνω': [44, 6.448, 1]}
5	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	17.1	45	12-2:17.049	εἰς ὑπερῷ' ἀναβᾶσα σὺν ἀμφιπόλοισι γυναιξὶν	{'εἰς': [864, 3.488, 1], 'ὑπερῷον': [21, 7.188, 1], 'ἀναβαίνω': [44, 6.448, 1]}
6	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	17.1	50	12-2:02.358	μήτηρ εἰς ὑπερῷ' ἀναβῇ κοίτου τε μέδηται .	{'εἰς': [864, 3.488, 1], 'ὑπερῷον': [21, 7.188, 1], 'ἀναβαίνω': [44, 6.448, 1]}
7	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	17.1	45	12-2:23.364	εἰς ὑπερῷ' ἀναβᾶσα σὺν ἀμφιπόλοισι γυναιξὶν	{'εἰς': [864, 3.488, 1], 'ὑπερῷον': [21, 7.188, 1], 'ἀναβαίνω': [44, 6.448, 1]}
8	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	17.1	45	12-2:04.751	εἰς ὑπερῷ' ἀναβᾶσα σὺν ἀμφιπόλοισι γυναιξὶν	{'εἰς': [864, 3.488, 1], 'ὑπερῷον': [21, 7.188, 1], 'ἀναβαίνω': [44, 6.448, 1]}
9	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	17.1	48	12-2:04.760	εἰς ὑπερῷ' ἀνέβαινε σὺν ἀμφιπόλοισι γυναιξίν ,	{'εἰς': [864, 3.488, 1], 'ὑπερῷον': [21, 7.188, 1], 'ἀναβαίνω': [44, 6.448, 1]}
10	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	13.6	37	12-2:18.302	ἡ μὲν ἔπειτ' ἀνέβαιν' ὑπερώϊα δῖα γυναικῶν ,	{'ἀναβαίνω': [44, 6.448, 1], 'ὑπερῷον': [21, 7.188, 1]}
11	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	13.6	46	12-2:19.600	ὣς εἰποῦσ' ἀνέβαιν' ὑπερώϊα σιγαλόεντα ,	{'ἀναβαίνω': [44, 6.448, 1], 'ὑπερῷον': [21, 7.188, 1]}
12	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	13.6	37	12-2:22.428	ἀλλ' ἄγ' ἐγὼν ἀναβᾶσ' ὑπερώϊα σιγαλόεντα	{'ἀναβαίνω': [44, 6.448, 1], 'ὑπερῷον': [21, 7.188, 1]}
13	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	10.8	32	12-1:16.657	ἐς δίφρον δ' ἀναβὰς φύγαδ' ἔτραπε , κέκλετο δ' ἄλλους	{'εἰς': [864, 3.488, 1], 'δέ': [12138, 0.92, 1], 'ἀναβαίνω': [44, 6.448, 1]}
14	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	10.8	32	12-1:22.399	ἐς δίφρον δ' ἀναβὰς ἀνά τε κλυτὰ τεύχε' ἀείρας	{'εἰς': [864, 3.488, 1], 'δέ': [12138, 0.92, 1], 'ἀναβαίνω': [44, 6.448, 1]}
15	12-2:23.001	γρηῢς δ' εἰς ὑπερῷ' ἀνεβήσετο καγχαλόωσα ,	10.8	29	12-2:13.285	οἱ δ' ἐς Σιδονίην εὖ ναιομένην ἀναβάντες	{'δέ': [12138, 0.92, 1], 'εἰς': [864, 3.488, 1], 'ἀναβαίνω': [44, 6.448, 1]}
