index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	25.4	77	12-2:06.001	ὣς ὁ μὲν ἔνθα καθεῦδε πολύτλας δῖος Ὀδυσσεὺς	{'ὡς': [2007, 2.638, 1], 'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'ἔνθα': [501, 4.095, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
2	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	25.4	77	12-2:07.344	ὣς ὁ μὲν ἔνθα καθεῦδε πολύτλας δῖος Ὀδυσσεὺς	{'ὡς': [2007, 2.638, 1], 'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'ἔνθα': [501, 4.095, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
3	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	18.7	70	12-2:24.504	τὴν μὲν ἰδὼν γήθησε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
4	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	18.7	73	12-2:05.486	τὴν μὲν ἰδὼν γήθησε πολύτλας δῖος Ὀδυσσεύς ,	{'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
5	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	18.6	62	12-2:24.232	τὸν δ' ὡς οὖν ἐνόησε πολύτλας δῖος Ὀδυσσεὺς	{'ὁ': [5870, 1.609, 1], 'ὡς': [2007, 2.638, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
6	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	18.5	67	12-2:19.102	ἔνθα καθέζετ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς .	{'ἔνθα': [501, 4.095, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
7	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	68	12-1:08.097	ὣς ἔφατ' , οὐ δ' ἐσάκουσε πολύτλας δῖος Ὀδυσσεύς ,	{'ὡς': [2007, 2.638, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
8	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	12-2:13.250	ὣς φάτο , γήθησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'ὡς': [2007, 2.638, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
9	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	12-2:18.281	ὣς φάτο , γήθησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'ὡς': [2007, 2.638, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
10	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	69	12-2:23.111	ὣς φάτο , μείδησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'ὡς': [2007, 2.638, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
11	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	12-2:05.171	ὣς φάτο , ῥίγησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'ὡς': [2007, 2.638, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
12	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	12-2:07.329	ὣς φάτο , γήθησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'ὡς': [2007, 2.638, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
13	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	17.0	70	12-2:08.199	ὣς φάτο , γήθησεν δὲ πολύτλας δῖος Ὀδυσσεύς ,	{'ὡς': [2007, 2.638, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
14	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	12-1:10.248	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
15	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	12-1:09.676	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
16	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	12-2:14.148	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
17	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	66	12-2:15.340	τὸν δ' ἠμείβετ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
18	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	12-2:16.090	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
19	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	66	12-2:16.186	τὸν δ' ἠμείβετ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
20	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	12-2:16.225	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
21	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	12-2:16.258	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
22	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	12-2:16.266	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
23	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	66	12-2:17.280	τὸν δ' ἠμείβετ' ἔπειτα πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
24	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	12-2:17.560	τὸν δ' αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
25	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	68	12-2:22.261	τοῖς δ' ἄρα μύθων ἦρχε πολύτλας δῖος Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
26	12-2:07.001	ὧς ὁ μὲν ἔνθ' ἠρᾶτο πολύτλας δῖος Ὀδυσσεύς ,	16.0	67	12-2:24.176	αὐτὰρ ὁ δέξατο χειρὶ πολύτλας δῖος Ὀδυσσεύς ,	{'ὁ': [5870, 1.609, 1], 'πολύτλας': [40, 6.544, 1], 'δῖος': [405, 4.229, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
