index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	96	12-1:10.218	ὣς ἔφαθ' , οἳ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ .	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
2	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	96	12-1:10.313	ὣς ἔφαθ' , οἳ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ .	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
3	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	96	12-1:23.676	ὣς ἔφαθ' , οἳ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ .	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
4	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	96	12-1:03.095	ὣς ἔφαθ' , οἳ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ·	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
5	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	98	12-1:07.092	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ·	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
6	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	96	12-1:07.398	ὣς ἔφαθ' , οἳ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ·	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
7	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	98	12-1:08.028	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
8	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	96	12-1:09.029	ὣς ἔφαθ' , οἳ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ .	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
9	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	96	12-1:09.430	ὣς ἔφαθ' , οἳ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
10	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	96	12-1:09.693	ὣς ἔφαθ' , οἳ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
11	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	100	12-2:11.333	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
12	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	98	12-2:16.393	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ .	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
13	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	98	12-2:20.320	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ·	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
14	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	33.2	98	12-2:08.234	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ .	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
15	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	27.1	82	12-2:07.154	πὰρ πυρί · οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ .	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1], 'ἀκήν': [21, 7.188, 1], 'γίγνομαι': [317, 4.474, 1], 'σιωπή': [28, 6.9, 1]}
16	12-2:13.001	ὣς ἔφαθ' , οἱ δ' ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ,	14.7	55	12-1:14.506	ὣς φάτο , τοὺς δ' ἄρα πάντας ὑπὸ τρόμος ἔλλαβε γυῖα ,	{'ὡς': [2007, 2.638, 1], 'φημί': [813, 3.533, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἄρα': [1772, 2.764, 1], 'πᾶς': [1089, 3.248, 1]}
