index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	12.4	32	12-2:07.040	ἐρχόμενον κατὰ ἄστυ διὰ σφέας · οὐ γὰρ Ἀθήνη	{'ἔρχομαι': [772, 3.591, 1], 'κατά': [876, 3.486, 1], 'ἄστυ': [131, 5.357, 1]}
2	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.4	33	12-1:18.286	ὃς κέλεαι κατὰ ἄστυ ἀλήμεναι αὖτις ἰόντας .	{'ὅς': [2043, 2.63, 1], 'κατά': [876, 3.486, 1], 'ἄστυ': [131, 5.357, 1]}
3	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.4	30	12-1:22.394	ᾧ Τρῶες κατὰ ἄστυ θεῷ ὣς εὐχετόωντο .	{'ὅς': [2043, 2.63, 1], 'κατά': [876, 3.486, 1], 'ἄστυ': [131, 5.357, 1]}
4	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.4	34	12-2:08.551	ἄλλοι θ' οἳ κατὰ ἄστυ καὶ οἳ περιναιετάουσιν .	{'ὅς': [2043, 2.63, 1], 'κατά': [876, 3.486, 1], 'ἄστυ': [131, 5.357, 1]}
5	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.0	32	12-2:19.544	ἂψ δ' ἐλθὼν κατ' ἄρ' ἕζετ' ἐπὶ προὔχοντι μελάθρῳ ,	{'δέ': [12138, 0.92, 1], 'ἔρχομαι': [772, 3.591, 1], 'κατά': [876, 3.486, 1], 'ἐπί': [1371, 3.02, 1]}
6	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	11.0	30	12-2:03.406	ἐκ δ' ἐλθὼν κατ' ἄρ' ἕζετ' ἐπὶ ξεστοῖσι λίθοισιν ,	{'δέ': [12138, 0.92, 1], 'ἔρχομαι': [772, 3.591, 1], 'κατά': [876, 3.486, 1], 'ἐπί': [1371, 3.02, 1]}
7	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	10.7	40	12-2:21.327	ἀλλ' ἄλλος τις πτωχὸς ἀνὴρ ἀλαλήμενος ἐλθὼν	{'πτωχός': [22, 7.141, 1], 'ἔρχομαι': [772, 3.591, 1]}
8	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	10.6	34	12-2:17.018	πτωχῷ βέλτερόν ἐστι κατὰ πτόλιν ἠὲ κατ' ἀγροὺς	{'πτωχός': [22, 7.141, 1], 'κατά': [876, 3.486, 1]}
9	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	10.1	41	12-1:14.077	ὕψι δ' ἐπ' εὐνάων ὁρμίσσομεν , εἰς ὅ κεν ἔλθῃ	{'δέ': [12138, 0.92, 1], 'ἐπί': [1371, 3.02, 1], 'ὅς': [2043, 2.63, 1], 'ἔρχομαι': [772, 3.591, 1]}
10	12-2:18.001	ἦλθε δ' ἐπὶ πτωχὸς πανδήμιος , ὃς κατὰ ἄστυ	9.8	33	12-2:16.170	ἔρχησθον προτὶ ἄστυ περικλυτόν · οὐ δ' ἐγὼ αὐτὴ	{'ἔρχομαι': [772, 3.591, 1], 'ἄστυ': [131, 5.357, 1], 'δέ': [12138, 0.92, 1]}
1	12-2:18.002	πτωχεύεσκ' Ἰθάκης , μετὰ δ' ἔπρεπε γαστέρι μάργῃ	14.2	43	12-1:12.104	τῶν ἄλλων μετά γ' αὐτόν · ὃ δ' ἔπρεπε καὶ διὰ πάντων .	{'μετά': [408, 4.224, 1], 'δέ': [12138, 0.92, 1], 'πρέπω': [3, 9.134, 1]}
2	12-2:18.002	πτωχεύεσκ' Ἰθάκης , μετὰ δ' ἔπρεπε γαστέρι μάργῃ	14.2	43	12-2:08.172	αἰδοῖ μειλιχίῃ , μετὰ δὲ πρέπει ἀγρομένοισιν ,	{'μετά': [408, 4.224, 1], 'δέ': [12138, 0.92, 1], 'πρέπω': [3, 9.134, 1]}
3	12-2:18.002	πτωχεύεσκ' Ἰθάκης , μετὰ δ' ἔπρεπε γαστέρι μάργῃ	11.9	38	12-2:06.133	ἠὲ μετ' ἀγροτέρας ἐλάφους · κέλεται δέ ἑ γαστὴρ	{'μετά': [408, 4.224, 1], 'δέ': [12138, 0.92, 1], 'γαστήρ': [30, 6.831, 1]}
4	12-2:18.002	πτωχεύεσκ' Ἰθάκης , μετὰ δ' ἔπρεπε γαστέρι μάργῃ	10.0	38	12-2:16.419	ἐν δήμῳ Ἰθάκης μεθ' ὁμήλικας ἔμμεν ἄριστον	{'Ἰθάκη': [80, 5.851, 1], 'μετά': [408, 4.224, 1]}
5	12-2:18.002	πτωχεύεσκ' Ἰθάκης , μετὰ δ' ἔπρεπε γαστέρι μάργῃ	10.0	32	12-2:16.421	μάργε , τίη δὲ σὺ Τηλεμάχῳ θάνατόν τε μόρον τε	{'μάργος': [3, 9.134, 1], 'δέ': [12138, 0.92, 1]}
6	12-2:18.002	πτωχεύεσκ' Ἰθάκης , μετὰ δ' ἔπρεπε γαστέρι μάργῃ	9.5	34	12-2:17.011	δαῖτα πτωχεύῃ · δώσει δέ οἱ ὅς κ' ἐθέλῃσι	{'πτωχεύω': [5, 8.623, 1], 'δέ': [12138, 0.92, 1]}
1	12-2:18.003	ἀζηχὲς φαγέμεν καὶ πιέμεν · οὐ δέ οἱ ἦν ἲς	16.9	50	12-2:16.143	οὔ πω μίν φασιν φαγέμεν καὶ πιέμεν αὔτως ,	{'οὐ': [2695, 2.433, 1], 'φαγεῖν': [24, 7.054, 1], 'καί': [5283, 1.713, 1], 'πίνω': [90, 5.733, 1]}
2	12-2:18.003	ἀζηχὲς φαγέμεν καὶ πιέμεν · οὐ δέ οἱ ἦν ἲς	16.2	37	12-2:11.393	ἀλλ' οὐ γάρ οἱ ἔτ' ἦν ἲς ἔμπεδος οὐ δέ τι κῖκυς ,	{'οὐ': [2695, 2.433, 1], 'ἕ': [963, 3.368, 1], 'εἰμί': [2118, 2.598, 1], 'ἴς': [26, 6.974, 1], 'δέ': [12138, 0.92, 1]}
3	12-2:18.003	ἀζηχὲς φαγέμεν καὶ πιέμεν · οὐ δέ οἱ ἦν ἲς	15.4	48	12-2:15.378	καὶ φαγέμεν πιέμεν τε , ἔπειτα δὲ καί τι φέρεσθαι	{'καί': [5283, 1.713, 1], 'φαγεῖν': [24, 7.054, 1], 'πίνω': [90, 5.733, 1], 'δέ': [12138, 0.92, 1]}
4	12-2:18.003	ἀζηχὲς φαγέμεν καὶ πιέμεν · οὐ δέ οἱ ἦν ἲς	14.5	39	12-2:15.373	τῶν ἔφαγόν τ' ἔπιόν τε καὶ αἰδοίοισιν ἔδωκα .	{'φαγεῖν': [24, 7.054, 1], 'πίνω': [90, 5.733, 1], 'καί': [5283, 1.713, 1]}
5	12-2:18.003	ἀζηχὲς φαγέμεν καὶ πιέμεν · οὐ δέ οἱ ἦν ἲς	13.4	34	12-2:09.249	πίνειν αἰνυμένῳ καί οἱ ποτιδόρπιον εἴη .	{'πίνω': [90, 5.733, 1], 'καί': [5283, 1.713, 1], 'ἕ': [963, 3.368, 1], 'εἰμί': [2118, 2.598, 1]}
