index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	17.0	63	12-1:08.001	Ἠὼς μὲν κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	{'ἠώς': [113, 5.505, 1], 'μέν': [1872, 2.699, 1], 'κροκόπεπλος': [4, 8.846, 1]}
2	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.3	47	12-1:23.227	ὅν τε μέτα κροκόπεπλος ὑπεὶρ ἅλα κίδναται ἠώς ,	{'κροκόπεπλος': [4, 8.846, 1], 'ἠώς': [113, 5.505, 1]}
3	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.3	59	12-1:24.695	Ἠὼς δὲ κροκόπεπλος ἐκίδνατο πᾶσαν ἐπ' αἶαν ,	{'ἠώς': [113, 5.505, 1], 'κροκόπεπλος': [4, 8.846, 1]}
4	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.1	45	12-1:18.240	πέμψεν ἐπ' Ὠκεανοῖο ῥοὰς ἀέκοντα νέεσθαι ·	{'Ὠκεανός': [35, 6.677, 1], 'ῥοή': [16, 7.46, 1]}
5	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.1	56	12-1:03.005	κλαγγῇ ταί γε πέτονται ἐπ' ὠκεανοῖο ῥοάων	{'Ὠκεανός': [35, 6.677, 1], 'ῥοή': [16, 7.46, 1]}
6	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.1	56	12-2:22.197	οὐ δέ σέ γ' ἠριγένεια παρ' Ὠκεανοῖο ῥοάων	{'Ὠκεανός': [35, 6.677, 1], 'ῥοή': [16, 7.46, 1]}
7	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	14.1	35	12-2:24.011	πὰρ δ' ἴσαν Ὠκεανοῦ τε ῥοὰς καὶ Λευκάδα πέτρην ,	{'Ὠκεανός': [35, 6.677, 1], 'ῥοή': [16, 7.46, 1]}
8	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	11.5	38	12-1:16.669	πολλὸν ἀπὸ πρὸ φέρων λοῦσον ποταμοῖο ῥοῇσι	{'ἀπό': [494, 4.046, 1], 'ῥοή': [16, 7.46, 1]}
9	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	11.5	38	12-1:16.679	πολλὸν ἀπὸ πρὸ φέρων λοῦσεν ποταμοῖο ῥοῇσι	{'ἀπό': [494, 4.046, 1], 'ῥοή': [16, 7.46, 1]}
10	12-1:19.001	Ἠὼς μὲν κροκόπεπλος ἀπ' Ὠκεανοῖο ῥοάων	10.7	38	12-2:23.347	αὐτίκ' ἀπ' Ὠκεανοῦ χρυσόθρονον ἠριγένειαν	{'ἀπό': [494, 4.046, 1], 'Ὠκεανός': [35, 6.677, 1]}
