index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-1:03.001	αὐτὰρ ἐπεὶ κόσμηθεν ἅμ' ἡγεμόνεσσιν ἕκαστοι ,	19.4	65	12-1:12.087	πένταχα κοσμηθέντες ἅμ' ἡγεμόνεσσιν ἕποντο .	{'κοσμέω': [12, 7.748, 1], 'ἅμα': [257, 4.683, 1], 'ἡγεμών': [26, 6.974, 1]}
2	12-1:03.001	αὐτὰρ ἐπεὶ κόσμηθεν ἅμ' ἡγεμόνεσσιν ἕκαστοι ,	18.7	67	12-1:16.198	αὐτὰρ ἐπεὶ δὴ πάντας ἅμ' ἡγεμόνεσσιν Ἀχιλλεὺς	{'ἀτάρ': [901, 3.429, 1], 'ἐπεί': [747, 3.616, 1], 'ἅμα': [257, 4.683, 1], 'ἡγεμών': [26, 6.974, 1]}
3	12-1:03.001	αὐτὰρ ἐπεὶ κόσμηθεν ἅμ' ἡγεμόνεσσιν ἕκαστοι ,	15.0	43	12-1:13.491	οἵ οἱ ἅμ' ἡγεμόνες Τρώων ἔσαν · αὐτὰρ ἔπειτα	{'ἅμα': [257, 4.683, 1], 'ἡγεμών': [26, 6.974, 1], 'ἀτάρ': [901, 3.429, 1]}
4	12-1:03.001	αὐτὰρ ἐπεὶ κόσμηθεν ἅμ' ἡγεμόνεσσιν ἕκαστοι ,	11.7	44	12-1:16.351	οὗτοι ἄρ' ἡγεμόνες Δαναῶν ἕλον ἄνδρα ἕκαστος .	{'ἡγεμών': [26, 6.974, 1], 'ἕκαστος': [228, 4.803, 1]}
5	12-1:03.001	αὐτὰρ ἐπεὶ κόσμηθεν ἅμ' ἡγεμόνεσσιν ἕκαστοι ,	11.7	40	12-1:09.085	ἕπτ' ἔσαν ἡγεμόνες φυλάκων , ἑκατὸν δὲ ἑκάστῳ	{'ἡγεμών': [26, 6.974, 1], 'ἕκαστος': [228, 4.803, 1]}
6	12-1:03.001	αὐτὰρ ἐπεὶ κόσμηθεν ἅμ' ἡγεμόνεσσιν ἕκαστοι ,	11.6	57	12-1:13.801	χαλκῷ μαρμαίροντες ἅμ' ἡγεμόνεσσιν ἕποντο .	{'ἅμα': [257, 4.683, 1], 'ἡγεμών': [26, 6.974, 1]}
7	12-1:03.001	αὐτὰρ ἐπεὶ κόσμηθεν ἅμ' ἡγεμόνεσσιν ἕκαστοι ,	11.6	47	12-2:15.310	ἀλλά μοι εὖ θ' ὑπόθευ καὶ ἅμ' ἡγεμόν' ἐσθλὸν ὄπασσον	{'ἅμα': [257, 4.683, 1], 'ἡγεμών': [26, 6.974, 1]}
8	12-1:03.001	αὐτὰρ ἐπεὶ κόσμηθεν ἅμ' ἡγεμόνεσσιν ἕκαστοι ,	10.4	38	12-1:11.304	τοὺς ἄρ' ὅ γ' ἡγεμόνας Δαναῶν ἕλεν , αὐτὰρ ἔπειτα	{'ἡγεμών': [26, 6.974, 1], 'ἀτάρ': [901, 3.429, 1]}
9	12-1:03.001	αὐτὰρ ἐπεὶ κόσμηθεν ἅμ' ἡγεμόνεσσιν ἕκαστοι ,	8.4	36	12-1:23.350	ἕζετ' , ἐπεὶ ᾧ παιδὶ ἑκάστου πείρατ' ἔειπε .	{'ἐπεί': [747, 3.616, 1], 'ἕκαστος': [228, 4.803, 1]}
1	12-1:03.002	Τρῶες μὲν κλαγγῇ τ' ἐνοπῇ τ' ἴσαν ὄρνιθες ὣς	14.0	43	12-1:10.523	Τρώων δὲ κλαγγή τε καὶ ἄσπετος ὦρτο κυδοιμὸς	{'Τρώς': [642, 3.774, 1], 'κλαγγή': [8, 8.153, 1], 'τε': [4322, 2.134, 1]}
2	12-1:03.002	Τρῶες μὲν κλαγγῇ τ' ἐνοπῇ τ' ἴσαν ὄρνιθες ὣς	12.8	49	12-2:24.311	δύσμορος · ἦ τέ οἱ ἐσθλοὶ ἔσαν ὄρνιθες ἰόντι ,	{'τε': [4322, 2.134, 1], 'ὄρνις': [32, 6.767, 1], 'εἶμι': [544, 3.935, 1]}
