index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-1:14.001	Νέστορα δ' οὐκ ἔλαθεν ἰαχὴ πίνοντά περ ἔμπης ,	11.4	53	12-1:17.229	ὃς δέ κε Πάτροκλον καὶ τεθνηῶτά περ ἔμπης	{'δέ': [12138, 0.92, 1], 'πέρ': [534, 3.954, 1], 'ἔμπας': [38, 6.595, 1]}
2	12-1:14.001	Νέστορα δ' οὐκ ἔλαθεν ἰαχὴ πίνοντά περ ἔμπης ,	10.5	39	12-1:22.191	τὸν δ' εἴ πέρ τε λάθῃσι καταπτήξας ὑπὸ θάμνῳ ,	{'δέ': [12138, 0.92, 1], 'πέρ': [534, 3.954, 1], 'λανθάνω': [95, 5.679, 1]}
3	12-1:14.001	Νέστορα δ' οὐκ ἔλαθεν ἰαχὴ πίνοντά περ ἔμπης ,	10.5	49	12-1:14.098	Τρωσὶ μὲν εὐκτὰ γένηται ἐπικρατέουσί περ ἔμπης ,	{'πέρ': [534, 3.954, 1], 'ἔμπας': [38, 6.595, 1]}
4	12-1:14.001	Νέστορα δ' οὐκ ἔλαθεν ἰαχὴ πίνοντά περ ἔμπης ,	10.5	43	12-1:09.518	Ἀργείοισιν ἀμυνέμεναι χατέουσί περ ἔμπης ·	{'πέρ': [534, 3.954, 1], 'ἔμπας': [38, 6.595, 1]}
5	12-1:14.001	Νέστορα δ' οὐκ ἔλαθεν ἰαχὴ πίνοντά περ ἔμπης ,	10.5	54	12-2:15.361	ὄφρα μὲν οὖν δὴ κείνη ἔην , ἀχέουσά περ ἔμπης ,	{'πέρ': [534, 3.954, 1], 'ἔμπας': [38, 6.595, 1]}
6	12-1:14.001	Νέστορα δ' οὐκ ἔλαθεν ἰαχὴ πίνοντά περ ἔμπης ,	10.5	34	12-2:16.147	ἄλγιον , ἀλλ' ἔμπης μιν ἐάσομεν , ἀχνύμενοί περ ·	{'ἔμπας': [38, 6.595, 1], 'πέρ': [534, 3.954, 1]}
7	12-1:14.001	Νέστορα δ' οὐκ ἔλαθεν ἰαχὴ πίνοντά περ ἔμπης ,	10.5	47	12-2:18.165	μνηστήρεσσι φανῆναι , ἀπεχθομένοισί περ ἔμπης ·	{'πέρ': [534, 3.954, 1], 'ἔμπας': [38, 6.595, 1]}
8	12-1:14.001	Νέστορα δ' οὐκ ἔλαθεν ἰαχὴ πίνοντά περ ἔμπης ,	10.5	47	12-2:19.356	ἥ σε πόδας νίψει , ὀλιγηπελέουσά περ ἔμπης .	{'πέρ': [534, 3.954, 1], 'ἔμπας': [38, 6.595, 1]}
9	12-1:14.001	Νέστορα δ' οὐκ ἔλαθεν ἰαχὴ πίνοντά περ ἔμπης ,	9.9	32	12-1:01.562	πρῆξαι δ' ἔμπης οὔ τι δυνήσεαι , ἀλλ' ἀπὸ θυμοῦ	{'δέ': [12138, 0.92, 1], 'ἔμπας': [38, 6.595, 1], 'οὐ': [2695, 2.433, 1]}
1	12-1:14.002	ἀλλ' Ἀσκληπιάδην ἔπεα πτερόεντα προσηύδα ·	14.5	70	12-1:01.201	καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα ·	{'ἔπος': [443, 4.139, 1], 'πτερόεις': [130, 5.365, 1], 'προσαυδάω': [179, 5.045, 1]}
