index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	31.9	98	12-1:11.596	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ·	{'ὡς': [2007, 2.638, 1], 'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'μάρναμαι': [56, 6.207, 1], 'δέμας': [42, 6.495, 1], 'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
2	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	31.9	98	12-1:13.673	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ·	{'ὡς': [2007, 2.638, 1], 'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'μάρναμαι': [56, 6.207, 1], 'δέμας': [42, 6.495, 1], 'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
3	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	24.7	73	12-1:17.366	ὣς οἳ μὲν μάρναντο δέμας πυρός , οὐ δέ κε φαίης	{'ὡς': [2007, 2.638, 1], 'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'μάρναμαι': [56, 6.207, 1], 'δέμας': [42, 6.495, 1], 'πῦρ': [166, 5.121, 1]}
4	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	16.5	52	12-2:11.220	ἀλλὰ τὰ μέν τε πυρὸς κρατερὸν μένος αἰθομένοιο	{'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
5	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	14.9	56	12-1:22.150	γίγνεται ἐξ αὐτῆς ὡς εἰ πυρὸς αἰθομένοιο ·	{'ὡς': [2007, 2.638, 1], 'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
6	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	14.9	58	12-2:19.039	φαίνοντ' ὀφθαλμοῖς ὡς εἰ πυρὸς αἰθομένοιο .	{'ὡς': [2007, 2.638, 1], 'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
7	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	14.9	62	12-2:20.025	ὡς δ' ὅτε γαστέρ' ἀνὴρ πολέος πυρὸς αἰθομένοιο ,	{'ὡς': [2007, 2.638, 1], 'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
8	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	13.1	58	12-1:17.424	ὣς οἳ μὲν μάρναντο , σιδήρειος δ' ὀρυμαγδὸς	{'ὡς': [2007, 2.638, 1], 'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'μάρναμαι': [56, 6.207, 1]}
9	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	12.2	57	12-1:10.246	τούτου γ' ἑσπομένοιο καὶ ἐκ πυρὸς αἰθομένοιο	{'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
10	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	12.2	48	12-1:14.396	οὔ τε πυρὸς τόσσός γε ποτὶ βρόμος αἰθομένοιο	{'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
11	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	12.2	56	12-1:16.081	ἔμπεσ' ἐπικρατέως , μὴ δὴ πυρὸς αἰθομένοιο	{'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
12	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	12.2	36	12-1:16.293	ἐκ νηῶν δ' ἔλασεν , κατὰ δ' ἔσβεσεν αἰθόμενον πῦρ .	{'αἴθω': [22, 7.141, 1], 'πῦρ': [166, 5.121, 1]}
13	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	12.2	45	12-1:22.135	ἢ πυρὸς αἰθομένου ἢ ἠελίου ἀνιόντος .	{'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
14	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	12.2	56	12-1:06.182	δεινὸν ἀποπνείουσα πυρὸς μένος αἰθομένοιο ,	{'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
15	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	12.2	60	12-1:08.563	εἴατο πεντήκοντα σέλᾳ πυρὸς αἰθομένοιο .	{'πῦρ': [166, 5.121, 1], 'αἴθω': [22, 7.141, 1]}
16	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	12.0	40	12-1:16.124	ὣς τὴν μὲν πρυμνὴν πῦρ ἄμφεπεν · αὐτὰρ Ἀχιλλεὺς	{'ὡς': [2007, 2.638, 1], 'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'πῦρ': [166, 5.121, 1]}
17	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	10.7	33	12-2:10.240	καὶ δέμας , αὐτὰρ νοῦς ἦν ἔμπεδος , ὡς τὸ πάρος περ .	{'δέμας': [42, 6.495, 1], 'ὡς': [2007, 2.638, 1], 'ὁ': [5870, 1.609, 1]}
18	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	10.4	41	12-1:16.301	ὣς Δαναοὶ νηῶν μὲν ἀπωσάμενοι δήϊον πῦρ	{'ὡς': [2007, 2.638, 1], 'μέν': [1872, 2.699, 1], 'πῦρ': [166, 5.121, 1]}
19	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	10.4	38	12-1:12.040	αὐτὰρ ὅ γ' ὡς τὸ πρόσθεν ἐμάρνατο ἶσος ἀέλλῃ ·	{'ὁ': [5870, 1.609, 1], 'ὡς': [2007, 2.638, 1], 'μάρναμαι': [56, 6.207, 1]}
20	12-1:18.001	ὣς οἳ μὲν μάρναντο δέμας πυρὸς αἰθομένοιο ,	9.4	37	12-2:14.429	καὶ τὰ μὲν ἐν πυρὶ βάλλε , παλύνας ἀλφίτου ἀκτῇ ,	{'ὁ': [5870, 1.609, 1], 'μέν': [1872, 2.699, 1], 'πῦρ': [166, 5.121, 1]}
1	12-1:18.002	Ἀντίλοχος δ' Ἀχιλῆϊ πόδας ταχὺς ἄγγελος ἦλθε .	18.6	48	12-1:17.709	ἐλθεῖν εἰς Ἀχιλῆα πόδας ταχύν · οὐ δέ μιν οἴω	{'ἔρχομαι': [772, 3.591, 1], 'Ἀχιλλεύς': [382, 4.287, 1], 'πούς': [287, 4.577, 1], 'ταχύς': [136, 5.32, 1], 'δέ': [12138, 0.92, 1]}
2	12-1:18.002	Ἀντίλοχος δ' Ἀχιλῆϊ πόδας ταχὺς ἄγγελος ἦλθε .	17.5	53	12-2:15.526	κίρκος , Ἀπόλλωνος ταχὺς ἄγγελος · ἐν δὲ πόδεσσι	{'ταχύς': [136, 5.32, 1], 'ἄγγελος': [34, 6.706, 1], 'δέ': [12138, 0.92, 1], 'πούς': [287, 4.577, 1]}
3	12-1:18.002	Ἀντίλοχος δ' Ἀχιλῆϊ πόδας ταχὺς ἄγγελος ἦλθε .	15.1	46	12-1:13.348	κυδαίνων Ἀχιλῆα πόδας ταχύν · οὐ δέ τι πάμπαν	{'Ἀχιλλεύς': [382, 4.287, 1], 'πούς': [287, 4.577, 1], 'ταχύς': [136, 5.32, 1], 'δέ': [12138, 0.92, 1]}
4	12-1:18.002	Ἀντίλοχος δ' Ἀχιλῆϊ πόδας ταχὺς ἄγγελος ἦλθε .	14.1	44	12-1:18.354	παννύχιοι μὲν ἔπειτα πόδας ταχὺν ἀμφ' Ἀχιλῆα	{'πούς': [287, 4.577, 1], 'ταχύς': [136, 5.32, 1], 'Ἀχιλλεύς': [382, 4.287, 1]}
