index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-1:01.477	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
2	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-1:24.788	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
3	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-2:10.187	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
4	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-2:12.008	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
5	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-2:12.316	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
6	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-2:13.018	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
7	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-2:15.189	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
8	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-2:17.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
9	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-2:19.428	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
10	12-2:02.001	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	32.0	100	12-2:03.404	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ,	{'ἦμος': [38, 6.595, 1], 'δέ': [12138, 0.92, 1], 'ἠριγένεια': [28, 6.9, 1], 'φαίνω': [157, 5.176, 1], 'ῥοδοδάκτυλος': [27, 6.937, 1], 'ἠώς': [113, 5.505, 1]}
