index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	16.3	36	12-1:02.761	τίς τὰρ τῶν ὄχ' ἄριστος ἔην σύ μοι ἔννεπε Μοῦσα	{'ἐγώ': [2871, 2.316, 1], 'ἐνέπω': [38, 6.595, 1], 'Μοῦσα': [16, 7.46, 1]}
2	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	14.4	41	12-2:10.330	ἦ σύ γ' Ὀδυσσεύς ἐσσι πολύτροπος , ὅν τέ μοι αἰεὶ	{'πολύτροπος': [2, 9.539, 1], 'ὅς': [2043, 2.63, 1], 'ἐγώ': [2871, 2.316, 1]}
3	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	13.0	48	12-2:14.231	ἄνδρας ἐς ἀλλοδαπούς , καί μοι μάλα τύγχανε πολλά .	{'ἀνήρ': [1039, 3.293, 1], 'ἐγώ': [2871, 2.316, 1], 'μάλα': [531, 3.958, 1], 'πολύς': [874, 3.476, 1]}
4	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	12.3	56	12-1:08.186	νῦν μοι τὴν κομιδὴν ἀποτίνετον , ἣν μάλα πολλὴν	{'ἐγώ': [2871, 2.316, 1], 'ὅς': [2043, 2.63, 1], 'μάλα': [531, 3.958, 1], 'πολύς': [874, 3.476, 1]}
5	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	12.3	35	12-2:12.268	Κίρκης τ' Αἰαίης , ἥ μοι μάλα πόλλ' ἐπέτελλε	{'ὅς': [2043, 2.63, 1], 'ἐγώ': [2871, 2.316, 1], 'μάλα': [531, 3.958, 1], 'πολύς': [874, 3.476, 1]}
6	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	12.3	35	12-2:12.273	Κίρκης τ' Αἰαίης , ἥ μοι μάλα πόλλ' ἐπέτελλε	{'ὅς': [2043, 2.63, 1], 'ἐγώ': [2871, 2.316, 1], 'μάλα': [531, 3.958, 1], 'πολύς': [874, 3.476, 1]}
7	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	10.7	34	12-2:08.073	μοῦσ' ἄρ' ἀοιδὸν ἀνῆκεν ἀειδέμεναι κλέα ἀνδρῶν ,	{'Μοῦσα': [16, 7.46, 1], 'ἀνήρ': [1039, 3.293, 1]}
8	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	10.7	35	12-1:02.798	ἤδη μὲν μάλα πολλὰ μάχας εἰσήλυθον ἀνδρῶν ,	{'μάλα': [531, 3.958, 1], 'πολύς': [874, 3.476, 1], 'ἀνήρ': [1039, 3.293, 1]}
9	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	10.7	33	12-2:01.292	πολλὰ μάλ' , ὅσσα ἔοικε , καὶ ἀνέρι μητέρα δοῦναι .	{'πολύς': [874, 3.476, 1], 'μάλα': [531, 3.958, 1], 'ἀνήρ': [1039, 3.293, 1]}
10	12-2:01.001	ἄνδρα μοι ἔννεπε , μοῦσα , πολύτροπον , ὃς μάλα πολλὰ	10.7	31	12-2:02.223	πολλὰ μάλ' , ὅσσα ἔοικε , καὶ ἀνέρι μητέρα δώσω .	{'πολύς': [874, 3.476, 1], 'μάλα': [531, 3.958, 1], 'ἀνήρ': [1039, 3.293, 1]}
