index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	12-1:10.382	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
2	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	12-1:10.423	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
3	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	12-1:10.554	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
4	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	12-1:19.154	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
5	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	12-1:19.215	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
6	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	12-2:11.354	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
7	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	100	12-2:11.377	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
8	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	12-2:13.311	τὴν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
9	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	12-2:13.382	τὴν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
10	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	12-2:13.416	τὴν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
11	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	12-2:14.191	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
12	12-2:09.001	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς ·	22.1	98	12-2:14.390	τὸν δ' ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'ἀπαμείβομαι': [125, 5.404, 1], 'πρόσφημι': [235, 4.773, 1], 'πολύμητις': [87, 5.767, 1], 'Ὀδυσσεύς': [722, 3.652, 1]}
