index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-1:04.001	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	20.3	81	12-1:07.443	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἀστεροπητῇ	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'θεός': [769, 3.59, 1], 'παρά': [509, 4.004, 1], 'Ζεύς': [709, 3.672, 1], 'κάθημαι': [40, 6.544, 1]}
2	12-1:04.001	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	10.5	43	12-2:07.203	δαίνυνταί τε παρ' ἄμμι καθήμενοι ἔνθα περ ἡμεῖς .	{'παρά': [509, 4.004, 1], 'κάθημαι': [40, 6.544, 1]}
3	12-1:04.001	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	10.2	39	12-1:24.100	ἣ δ' ἄρα πὰρ Διὶ πατρὶ καθέζετο , εἶξε δ' Ἀθήνη .	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'παρά': [509, 4.004, 1], 'Ζεύς': [709, 3.672, 1]}
4	12-1:04.001	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	10.1	34	12-1:19.003	ἣ δ' ἐς νῆας ἵκανε θεοῦ πάρα δῶρα φέρουσα .	{'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1], 'θεός': [769, 3.59, 1], 'παρά': [509, 4.004, 1]}
5	12-1:04.001	οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο	9.7	32	12-1:15.085	ἀθανάτοισι θεοῖσι Διὸς δόμῳ · οἳ δὲ ἰδόντες	{'θεός': [769, 3.59, 1], 'Ζεύς': [709, 3.672, 1], 'ὁ': [5870, 1.609, 1], 'δέ': [12138, 0.92, 1]}
1	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	12.3	50	12-1:11.413	ἔλσαν δ' ἐν μέσσοισι , μετὰ σφίσι πῆμα τιθέντες .	{'δέ': [12138, 0.92, 1], 'ἐν': [2076, 2.612, 1], 'μετά': [408, 4.224, 1], 'σφεῖς': [294, 4.549, 1]}
2	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	39	12-1:05.592	καρτεραί · ἦρχε δ' ἄρα σφιν Ἄρης καὶ πότνι' Ἐνυώ ,	{'δέ': [12138, 0.92, 1], 'σφεῖς': [294, 4.549, 1], 'πότνια': [69, 5.998, 1]}
3	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	34	12-2:11.420	κείμεθ' ἐνὶ μεγάρῳ , δάπεδον δ' ἅπαν αἵματι θῦεν .	{'ἐν': [2076, 2.612, 1], 'δάπεδον': [10, 7.93, 1], 'δέ': [12138, 0.92, 1]}
4	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	43	12-2:11.577	κείμενον ἐν δαπέδῳ · ὁ δ' ἐπ' ἐννέα κεῖτο πέλεθρα ,	{'ἐν': [2076, 2.612, 1], 'δάπεδον': [10, 7.93, 1], 'δέ': [12138, 0.92, 1]}
5	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	39	12-2:22.188	κουρίξ , ἐν δαπέδῳ δὲ χαμαὶ βάλον ἀχνύμενον κῆρ ,	{'ἐν': [2076, 2.612, 1], 'δάπεδον': [10, 7.93, 1], 'δέ': [12138, 0.92, 1]}
6	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	38	12-2:11.603	τέρπεται ἐν θαλίῃς καὶ ἔχει καλλίσφυρον Ἥβην ,	{'ἐν': [2076, 2.612, 1], 'Ἥβη': [4, 8.846, 1]}
7	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	11.4	42	12-1:23.092	χρύσεος ἀμφιφορεύς , τόν τοι πόρε πότνια μήτηρ .	{'χρύσεος': [125, 5.412, 1], 'πότνια': [69, 5.998, 1]}
8	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	10.8	36	12-1:18.375	χρύσεα δέ σφ' ὑπὸ κύκλα ἑκάστῳ πυθμένι θῆκεν ,	{'χρύσεος': [125, 5.412, 1], 'δέ': [12138, 0.92, 1], 'σφεῖς': [294, 4.549, 1]}
9	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	10.8	40	12-2:01.142	παντοίων , παρὰ δέ σφι τίθει χρύσεια κύπελλα ·	{'δέ': [12138, 0.92, 1], 'σφεῖς': [294, 4.549, 1], 'χρύσεος': [125, 5.412, 1]}
10	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	10.8	48	12-2:10.355	ἀργυρέας , ἐπὶ δέ σφι τίθει χρύσεια κάνεια ·	{'δέ': [12138, 0.92, 1], 'σφεῖς': [294, 4.549, 1], 'χρύσεος': [125, 5.412, 1]}
11	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	10.8	40	12-2:04.058	παντοίων , παρὰ δέ σφι τίθει χρύσεια κύπελλα .	{'δέ': [12138, 0.92, 1], 'σφεῖς': [294, 4.549, 1], 'χρύσεος': [125, 5.412, 1]}
12	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	10.5	48	12-2:15.460	χρύσεον ὅρμον ἔχων , μετὰ δ' ἠλέκτροισιν ἔερτο .	{'χρύσεος': [125, 5.412, 1], 'μετά': [408, 4.224, 1], 'δέ': [12138, 0.92, 1]}
13	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	10.5	44	12-2:10.394	φάρμακον οὐλόμενον , τό σφιν πόρε πότνια Κίρκη ·	{'σφεῖς': [294, 4.549, 1], 'πότνια': [69, 5.998, 1]}
14	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	10.5	42	12-2:17.169	ἐν τυκτῷ δαπέδῳ , ὅθι περ πάρος ὕβριν ἔχοντες .	{'ἐν': [2076, 2.612, 1], 'δάπεδον': [10, 7.93, 1]}
15	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	10.5	41	12-2:04.627	ἐν τυκτῷ δαπέδῳ , ὅθι περ πάρος , ὕβριν ἔχοντες .	{'ἐν': [2076, 2.612, 1], 'δάπεδον': [10, 7.93, 1]}
16	12-1:04.002	χρυσέῳ ἐν δαπέδῳ , μετὰ δέ σφισι πότνια Ἥβη	9.7	30	12-1:05.722	Ἥβη δ' ἀμφ' ὀχέεσσι θοῶς βάλε καμπύλα κύκλα	{'Ἥβη': [4, 8.846, 1], 'δέ': [12138, 0.92, 1]}
1	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	19.9	63	12-2:03.472	οἶνον οἰνοχοεῦντες ἐνὶ χρυσέοις δεπάεσσιν .	{'οἰνοχοέω': [7, 8.287, 1], 'χρύσεος': [125, 5.412, 1], 'δέπας': [56, 6.207, 1]}
2	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	12.5	40	12-1:23.196	πολλὰ δὲ καὶ σπένδων χρυσέῳ δέπαϊ λιτάνευεν	{'δέ': [12138, 0.92, 1], 'χρύσεος': [125, 5.412, 1], 'δέπας': [56, 6.207, 1]}
3	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	12.5	32	12-1:24.101	Ἥρη δὲ χρύσεον καλὸν δέπας ἐν χερὶ θῆκε	{'δέ': [12138, 0.92, 1], 'χρύσεος': [125, 5.412, 1], 'δέπας': [56, 6.207, 1]}
4	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	12.5	37	12-1:06.220	Βελλεροφόντης δὲ χρύσεον δέπας ἀμφικύπελλον	{'δέ': [12138, 0.92, 1], 'χρύσεος': [125, 5.412, 1], 'δέπας': [56, 6.207, 1]}
5	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	12.5	38	12-2:10.316	τεῦχε δέ μοι κυκεῶ χρυσέῳ δέπαι , ὄφρα πίοιμι ,	{'δέ': [12138, 0.92, 1], 'χρύσεος': [125, 5.412, 1], 'δέπας': [56, 6.207, 1]}
6	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	12.5	33	12-2:03.041	χρυσείῳ δέπαϊ · δειδισκόμενος δὲ προσηύδα	{'χρύσεος': [125, 5.412, 1], 'δέπας': [56, 6.207, 1], 'δέ': [12138, 0.92, 1]}
7	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	11.6	30	12-1:23.219	χρυσέου ἐκ κρητῆρος ἑλὼν δέπας ἀμφικύπελλον	{'χρύσεος': [125, 5.412, 1], 'δέπας': [56, 6.207, 1]}
8	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	11.6	29	12-1:24.285	χρυσέῳ ἐν δέπαϊ , ὄφρα λείψαντε κιοίτην ·	{'χρύσεος': [125, 5.412, 1], 'δέπας': [56, 6.207, 1]}
9	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	11.6	33	12-2:15.149	ἐν δέπαϊ χρυσέῳ , ὄφρα λείψαντε κιοίτην .	{'δέπας': [56, 6.207, 1], 'χρύσεος': [125, 5.412, 1]}
10	12-1:04.003	νέκταρ ἐοινοχόει · τοὶ δὲ χρυσέοις δεπάεσσι	11.6	38	12-2:18.121	καὶ δέπαϊ χρυσέῳ δειδίσκετο , φώνησέν τε ·	{'δέπας': [56, 6.207, 1], 'χρύσεος': [125, 5.412, 1]}
