index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
1	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	39.7	100	12-1:14.433	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	{'ἀλλά': [1430, 2.969, 1], 'ὅτε': [452, 4.123, 1], 'δή': [967, 3.359, 1], 'πόρος': [5, 8.623, 1], 'ἵκω': [40, 6.544, 1], 'ἐυρρεής': [5, 8.623, 1], 'ποταμός': [113, 5.505, 1]}
2	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	39.7	100	12-1:24.692	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	{'ἀλλά': [1430, 2.969, 1], 'ὅτε': [452, 4.123, 1], 'δή': [967, 3.359, 1], 'πόρος': [5, 8.623, 1], 'ἵκω': [40, 6.544, 1], 'ἐυρρεής': [5, 8.623, 1], 'ποταμός': [113, 5.505, 1]}
3	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	22.4	66	12-1:05.773	ἀλλ' ὅτε δὴ Τροίην ἷξον ποταμώ τε ῥέοντε ,	{'ἀλλά': [1430, 2.969, 1], 'ὅτε': [452, 4.123, 1], 'δή': [967, 3.359, 1], 'ἵκω': [40, 6.544, 1], 'ποταμός': [113, 5.505, 1]}
4	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	16.9	57	12-1:06.172	ἀλλ' ὅτε δὴ Λυκίην ἷξε Ξάνθόν τε ῥέοντα ,	{'ἀλλά': [1430, 2.969, 1], 'ὅτε': [452, 4.123, 1], 'δή': [967, 3.359, 1], 'ἵκω': [40, 6.544, 1]}
5	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	15.9	54	12-2:05.441	ἀλλ' ὅτε δὴ ποταμοῖο κατὰ στόμα καλλιρόοιο	{'ἀλλά': [1430, 2.969, 1], 'ὅτε': [452, 4.123, 1], 'δή': [967, 3.359, 1], 'ποταμός': [113, 5.505, 1]}
6	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	14.1	58	12-1:15.265	εἰωθὼς λούεσθαι ἐϋρρεῖος ποταμοῖο	{'ἐυρρεής': [5, 8.623, 1], 'ποταμός': [113, 5.505, 1]}
7	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	14.1	58	12-1:06.508	εἰωθὼς λούεσθαι ἐϋρρεῖος ποταμοῖο	{'ἐυρρεής': [5, 8.623, 1], 'ποταμός': [113, 5.505, 1]}
8	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	14.0	47	12-1:23.038	οἳ δ' ὅτε δὴ κλισίην Ἀγαμέμνονος ἷξον ἰόντες ,	{'ὅτε': [452, 4.123, 1], 'δή': [967, 3.359, 1], 'ἵκω': [40, 6.544, 1]}
9	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	12.9	47	12-2:06.085	αἱ δ' ὅτε δὴ ποταμοῖο ῥόον περικαλλέ' ἵκοντο ,	{'ὅτε': [452, 4.123, 1], 'δή': [967, 3.359, 1], 'ποταμός': [113, 5.505, 1]}
10	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	10.6	32	12-2:05.189	αὐτῇ μηδοίμην , ὅτε με χρειὼ τόσον ἵκοι ·	{'ὅτε': [452, 4.123, 1], 'ἵκω': [40, 6.544, 1]}
11	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	10.4	42	12-1:01.493	ἀλλ' ὅτε δή ῥ' ἐκ τοῖο δυωδεκάτη γένετ' ἠώς ,	{'ἀλλά': [1430, 2.969, 1], 'ὅτε': [452, 4.123, 1], 'δή': [967, 3.359, 1]}
12	12-1:21.001	ἀλλ' ὅτε δὴ πόρον ἷξον ἐϋρρεῖος ποταμοῖο	10.4	42	12-1:10.338	ἀλλ' ὅτε δή ῥ' ἵππων τε καὶ ἀνδρῶν κάλλιφ' ὅμιλον ,	{'ἀλλά': [1430, 2.969, 1], 'ὅτε': [452, 4.123, 1], 'δή': [967, 3.359, 1]}
